Date,Close,High,Low,Open,Volume,log_return,simple_return,rv_rolling_5d,rv_rolling_21d,rv_rolling_63d,park_daily_var,gk_daily_var,park_vol_5d,gk_vol_5d,park_vol_21d,gk_vol_21d
2015-01-05,23.51104736328125,24.04212077078136,23.325172599185915,23.96245967524455,257142000,-0.028576715728696325,-0.028172263186683866,,,,0.0003305668202229996,0.00031854609401502196,,,,
2015-01-06,23.513267517089844,23.772165309183304,23.15257920452425,23.575225789908487,263188400,9.44257801901592e-05,9.443023844446508e-05,,,,0.00025155011770900304,0.0003460473613278834,,,,
2015-01-07,23.842979431152344,23.94255500406204,23.61063417671421,23.72127445249682,160423600,0.013924973494412598,0.01402237752889346,,,,7.029077909505654e-05,8.732708766708634e-05,,,,
2015-01-08,24.75908088684082,24.81661430320329,24.05319538405384,24.170475495010283,237458000,0.0377025157132944,0.03842227261629616,,,,0.00035211922880224155,0.00026451290286354906,,,,
2015-01-09,24.78563690185547,25.060024333551866,24.38733120404073,24.931681198896364,214798000,0.0010720019708685062,0.0010725767703583244,0.3819688969272499,,,0.00026703978610075703,0.000356862540977712,0.2531540307584987,0.2630857611831228,,
2015-01-12,24.174901962280277,24.9228296715174,24.075326382352763,24.916191524620466,198603200,-0.024949342215088946,-0.024640679680475452,0.3623378841932062,,,0.0004317024183063248,0.0002460837950293334,0.2630288908707074,0.2560508111067497,,
2015-01-13,24.389545440673828,24.960449733893075,24.099668425353197,24.657294735965763,268367600,0.008839588939114918,0.008878773478728341,0.35932010726100905,,,0.000444213912755566,0.000569762094882587,0.2808815634800926,0.27719531099854755,,
2015-01-14,24.296602249145508,24.44928466294763,24.00893689219333,24.128428577931786,195826400,-0.00381805950339955,-0.0038107799817097554,0.3608418116548631,,,0.00011913931804562899,0.00014652593529548572,0.2852304665812019,0.2825258614004262,,
2015-01-15,23.637195587158203,24.35414431798287,23.60179156610171,24.340868021116325,240056000,-0.027514959916055157,-0.027139871461265508,0.2563816716340696,,,0.0003551436823010923,0.00015990668427365653,0.2854975508169417,0.2730360945793106,,
2015-01-16,23.45353126525879,23.80536831130288,23.278719381634467,23.683663301109657,314053200,-0.007800484956113982,-0.007770140126064584,0.24110742041247257,,,0.0001805114921190402,0.0002134111953620046,0.2777549738632842,0.2594585923111636,,
2015-01-20,24.057621002197266,24.11294113817059,23.56637792463629,23.86289304309976,199599600,0.02543075738380481,0.025756877721577975,0.31275498541453056,,,0.00018959780060839854,0.00023732328805888927,0.25484456590992516,0.2586063254693903,,
2015-01-21,24.24128532409668,24.57541774452879,23.95804479734744,24.10851564133684,194303600,0.007605356773174975,0.007634350956091662,0.310429583560106,,,0.00023347158361834128,0.00031200864782322796,0.23307582325351134,0.23213456838865795,,
2015-01-22,24.87193489074707,24.88742446217416,24.278902931738003,24.39839463484841,215185600,0.025682870263088332,0.02601551684322212,0.3613456232411603,,,0.00022102187238388075,0.00016366062323104722,0.24384261342913371,0.23398727767325472,,
2015-01-23,25.00027847290039,25.170663761693863,24.679420647171945,24.84980762420212,185859200,0.005146908742268342,0.005160176830515395,0.22768257905260839,,,0.00014010828350450124,0.00018015290349197597,0.2205026893817891,0.23615769214985166,,
2015-01-26,25.02682876586914,25.305642719304203,24.960445616732773,25.168448176577243,222460000,0.0010614363662790679,0.001061999889222509,0.1859216625445874,,,6.804125212839802e-05,8.202533415582516e-05,0.20725090091257362,0.22169485369929692,,
2015-01-27,24.150562286376957,24.8896402990191,24.1262212875984,24.876362316261897,382274800,-0.03564073718113188,-0.03501308486543886,0.3560596952671748,,,0.00035002369101014904,0.00014654266656418465,0.22591680062651742,0.21112381398937344,,
2015-01-28,25.5158634185791,26.13766300317951,25.5158634185791,26.02923430226332,585908400,0.05499269068250799,0.056532892112921784,0.5298681999189061,,,0.00020908236303526003,0.00013656641080349,0.22317971253663343,0.18902638992380075,,
2015-01-29,26.31026077270508,26.37443234220827,25.571182772424184,25.739356482562314,337745600,0.030658652956580965,0.031133469445817408,0.5400783337433116,,,0.0003450221625944894,0.00029239143259187945,0.23676739368956404,0.2054726475212959,,
2015-01-30,25.925233840942383,26.55366988452238,25.856635712406295,26.199621290376125,334982000,-0.014742232570157443,-0.014634097893933995,0.5717523187479412,,,0.0002552116587382774,0.0003109806048010114,0.24871672405837797,0.22093602020808217,,
2015-02-02,26.250511169433597,26.37000286961693,25.68624677706615,26.122169732854424,250956400,0.01246868799305638,0.012546746173510703,0.5696851620273266,,,0.0002489322471471051,0.00033581430417458307,0.2664149300907781,0.24820090474116221,,
2015-02-03,26.254940032958984,26.352302335998324,26.02480803700248,26.221747609729693,207662800,0.0001687010942470548,0.0001687153250768958,0.43044332944726177,0.3662614929984882,,5.640404846413216e-05,7.757442206615493e-05,0.2370200096847414,0.2410968469134982,0.24785143579226593,0.2445573878529926
2015-02-04,26.4563102722168,26.666527873247325,26.17970949841648,26.22175335627001,280598800,0.007640540405369805,0.007669803816159115,0.2643421038003142,0.346772425992608,,0.00012243480434419787,0.00013909546047911702,0.22762128202987825,0.241361044278654,0.24276068469532314,0.2401143651492934
2015-02-05,26.645137786865234,26.709562617574388,26.49185106225036,26.662908809726652,168984800,0.007111983475497886,0.007137333691113135,0.1683363129173333,0.34621507270983126,,2.4159948437568652e-05,3.332108153888709e-05,0.1887855726463666,0.212598231418353,0.2370739715837335,0.23216845822286078
2015-02-06,26.42076110839844,26.714004163225805,26.314126499870483,26.662908024891667,174826400,-0.00845658022588782,-0.008420923932223046,0.1290321018794419,0.34839710809010965,,8.204132376741735e-05,8.158050572332895e-05,0.1640494058413051,0.18340186206441958,0.23737117461594448,0.23201990003069817
2015-02-09,26.59626007080078,26.62291744894482,26.309681391456404,26.336340464499862,155559200,0.0066205003420930246,0.006642464298522999,0.10943259733589411,0.3275234089452682,,5.0522140464622025e-05,3.2780779627630786e-05,0.1300474458806788,0.1355114510715976,0.22962123046117008,0.2259478889731527
2015-02-10,27.107213973999023,27.136095061304506,26.69400934269236,26.696229661023946,248034000,0.01902928370308674,0.019211494467193946,0.15519527226478402,0.33178884169246864,,9.730980315395244e-05,4.473760334365309e-05,0.13774610054899927,0.129260890094088,0.22514250972026612,0.217501607533865
2015-02-11,27.742570877075195,27.751457234046462,27.213845349029228,27.2738261399612,294247200,0.023168197444925223,0.023438664839758205,0.19668695294818578,0.32007015713350045,,0.00013802657594717406,7.917257710392774e-05,0.14056960377423358,0.11699685630736559,0.21717513571960836,0.21284739759910284
2015-02-12,28.093585968017575,28.320183927242496,27.8958691046174,28.004724056456823,297898000,0.012573204710454332,0.012652579766226246,0.19633993446099515,0.3206667164186876,,8.219525371126372e-05,0.00011006968253833833,0.15061471671466653,0.13250054292786387,0.2069319107008358,0.19946855821552323
2015-02-13,28.23130798339844,28.275738069644984,27.913627951528102,28.275738069644984,217088800,0.004890281372437357,0.004902258313967289,0.12450709968506316,0.31846789329870473,,5.991831885940141e-05,8.21091542570095e-05,0.14686658382244494,0.1326010473649292,0.20520761115529795,0.19752140224319456
2015-02-17,28.397924423217773,28.63118662208228,28.19576362488197,28.322391239862903,252609600,0.005884484515365097,0.005901832104885596,0.1270618379888112,0.2926328033303825,,8.47043209339431e-05,0.00011468495458809049,0.15261905300233333,0.14734655808767086,0.1971418051547113,0.19614291623173924
2015-02-18,28.595651626586918,28.60898031884703,28.313515211149024,28.353502982829205,179566800,0.006938606431066262,0.006962734333058718,0.1203886861702022,0.2865276613739672,,3.8871104306967e-05,2.595022076119951e-05,0.14264383939533093,0.14409762002936655,0.19278279665445588,0.19032212665027
2015-02-19,28.535663604736328,28.664513254672688,28.50900622536984,28.54232794957795,149449600,-0.0021000057027714706,-0.0020978022334982027,0.08335447303713503,0.2830180431272419,,1.0673009016273833e-05,1.4774867484289767e-05,0.11801968117277555,0.1323573931947058,0.18713126191742466,0.18317186150112202
2015-02-20,28.76892471313477,28.76892471313477,28.446802295850947,28.573428232665083,195793600,0.008141142047713334,0.00817437125799736,0.06375505065465248,0.2830116452931082,,4.5729323199720766e-05,4.543420941744375e-05,0.10995800219330026,0.11941880793243946,0.18101160753328593,0.1742212317282736
2015-02-23,29.546464920043945,29.546464920043945,28.804471802520936,28.88444733188144,283896400,0.02666830465753738,0.027027086158496028,0.16837754112828007,0.28380016276418263,,0.00023330575289848716,0.0001250635297480108,0.14432424925116275,0.12816299080760923,0.18141832495081534,0.17288687764871105
2015-02-24,29.362083435058597,29.679765305901768,29.13992951327729,29.53314290397415,276912400,-0.006259943327237115,-0.006240390702722087,0.20177878659801673,0.2880657496717828,,0.00012152811061403351,0.00015543861994726855,0.15061675843606617,0.13594019621456307,0.18080278358828994,0.1720270358419975
2015-02-25,28.611196517944336,29.235451763904805,28.469018171309017,29.226563710478064,298846800,-0.02590603505689455,-0.02557335274845296,0.30660176337907735,0.31014783403866536,,0.0002545398422305273,0.0001779401348370872,0.18318054567321213,0.1616787822080518,0.18688935131381765,0.17534046500668074
2015-02-26,28.973308563232425,29.07327713106697,28.12690282454116,28.61119665484146,365150000,0.012576883935886634,0.012656305550205804,0.3174536830496333,0.27025868512466567,,0.00039498890304314756,0.00048646766234857695,0.23005354457623595,0.22341294832090353,0.18832740687137267,0.18661023181533143
2015-02-27,28.537887573242188,29.00663237357377,28.4890134507584,28.88000304082967,248059200,-0.015142418837371479,-0.015028348903956212,0.3363725254183977,0.2240441760156131,,0.00011693603989562589,0.00010724982056919239,0.23772558106683384,0.23027994328531273,0.18536843393960023,0.18566523512860497
2015-03-02,28.67784118652344,28.942204824251785,28.50234112733344,28.713386617938777,192386800,0.004892147507054997,0.00490413359860864,0.24382179013221952,0.2042462181986574,,8.459216752409727e-05,0.00011667691741372488,0.22140073891180795,0.22936034316733755,0.1767379313004858,0.17989720774159423
2015-03-03,28.737823486328125,28.773368917506,28.45568713477693,28.648963298182327,151265200,0.0020894061565988847,0.0020915904866951607,0.2503103448726083,0.19267269730769784,,4.44564641248191e-05,5.792490350549261e-05,0.2124473492600888,0.21838378078321966,0.1694320926655093,0.17124934142260545
2015-03-04,28.5556583404541,28.78225624796574,28.506787605303757,28.680067361107007,126665200,-0.00635903959480754,-0.006338863691632279,0.16939146910553576,0.19439068402467272,,3.3356649637548024e-05,3.894169450487373e-05,0.18435358228402288,0.20170759608014216,0.16161784200668886,0.16051126322361176
2015-03-05,28.082469940185547,28.602309153184912,27.93806959383036,28.56454340418569,226068400,-0.01670957090157589,-0.0165707403635027,0.1551692924726508,0.20697647829530033,,0.00019913451845045242,0.00016414832525673515,0.15529063821583114,0.15633636725663336,0.1668325282873064,0.16371546188410713
2015-03-06,28.124675750732425,28.74004114058892,28.04914425882988,28.524551645020985,291368400,0.0015017954731775624,0.0015029237327335299,0.139220268768322,0.20641029636864483,,0.0002135563956737793,0.0002190583160327225,0.17024937077328386,0.17342493447703206,0.1700780749852545,0.16662024704869996
2015-03-09,28.244651794433597,28.78448763129956,27.78257119248334,28.42681795742744,354114000,0.0042567910632430594,0.004265864067714453,0.13703088628885687,0.20591465636925546,,0.00045269030023825207,0.0006115963158279741,0.21802980103071343,0.23456373457642812,0.18457766878010476,0.1862836802783294
2015-03-10,27.660381317138672,28.262418155621692,27.502652258634235,28.082474047098263,275426400,-0.020903010647857437,-0.02068605701168791,0.1747839285880473,0.21859306948240642,,0.0002678325578091671,0.0002826950581831182,0.2424771107943668,0.25758214490564624,0.19052141774823916,0.19265249587678931
2015-03-11,27.15608787536621,27.718136880404018,27.12720848319452,27.7136945488774,275756000,-0.01839985962988741,-0.01823161568130638,0.18949703424102762,0.22912330603423534,,0.00016749364037438045,7.260841537764715e-05,0.2560383830450427,0.26085506340912984,0.19417020528319004,0.1938889264412914
2015-03-12,27.64704704284668,27.74701729622156,27.02057322898196,27.17163792072449,193450800,0.017917672157218824,0.01807915667874327,0.2594002331056796,0.22805053017407387,,0.0002538531605506226,0.00023569599168620615,0.26136846243219275,0.26767772879757196,0.19894870924053817,0.1997108320964768
2015-03-13,27.455997467041016,27.85809714605445,27.23162326651431,27.63594326402036,207309200,-0.006934293487656738,-0.006910306750286255,0.2568208439378,0.21451871445363999,,0.00018658502389941943,0.00024217677528303255,0.25875493428481866,0.2698453943287565,0.20040780993739526,0.20454942394154135
2015-03-16,27.75812530517578,27.75812530517578,27.296046544920685,27.52042073270001,143497200,0.01094397007355809,0.011004074373821116,0.2754131982214906,0.21333920585725621,,0.00010163574616913805,0.00011232473804910396,0.22194811666616474,0.2182962421123805,0.20098899520470676,0.2046155602610554
2015-03-17,28.22242546081543,28.284628267969687,27.913631743228663,27.96917020603059,204092400,0.01658828989996549,0.016726639516721153,0.25370612023896455,0.22083018866032736,,6.287544927740634e-05,5.57762567435389e-05,0.19730972662708934,0.19030644163514865,0.20107725320983896,0.20384193074729243
2015-03-18,28.54010391235352,28.693390603335025,28.07358119033504,28.2135374984708,261083600,0.011193361955603184,0.011256242025660113,0.1577824763388277,0.22336838472898665,,0.00017200217410060303,0.00018728411484668996,0.19788470967070282,0.20492973669302367,0.2036655002606323,0.20596777091061394
2015-03-19,28.32461929321289,28.713388577629537,28.30240424451185,28.602311639224784,183238000,-0.007578886818992537,-0.007550239473632647,0.1789861638877449,0.2235421770063744,,7.49634871723298e-05,6.715282286533411e-05,0.17361543359734005,0.1830344811026055,0.20472602323788242,0.20716455748785012
