ticker,arch,epoch,train_loss,val_loss
SPY,TemporalAttentionPos,7,0.01887327735970709,0.009386208750871256
SPY,TemporalAttentionPos,8,0.01879041792688136,0.011334279250560146
SPY,TemporalAttentionPos,9,0.018702056576362244,0.008746525454790072
SPY,TemporalAttentionPos,10,0.018838619605218376,0.010022247558515659
SPY,TemporalAttentionPos,11,0.019426531619636093,0.009193010320116702
SPY,TemporalAttentionPos,12,0.016805823912738153,0.009869267627477814
SPY,TemporalAttentionPos,13,0.017350083084288922,0.008189695509136619
SPY,TemporalAttentionPos,14,0.017388018547956834,0.008388929258545343
SPY,TemporalAttentionPos,15,0.016711739295430673,0.008865674645149786
SPY,TemporalAttentionPos,16,0.0165086692231612,0.007980219648688808
SPY,TemporalAttentionPos,17,0.016009100412341364,0.008542310384354252
SPY,TemporalAttentionPos,18,0.014469245941617451,0.008045017194962199
SPY,TemporalAttentionPos,19,0.014388349554731223,0.008523817727328242
SPY,TemporalAttentionPos,20,0.015895746462761564,0.008822240071945396
SPY,TemporalAttentionPos,21,0.014645101146777547,0.008698171645374899
SPY,TemporalAttentionPos,22,0.014929643236901992,0.007922983063118798
SPY,TemporalAttentionPos,23,0.013309162722321376,0.008337658260164684
SPY,TemporalAttentionPos,24,0.013225735902580882,0.008383280151222545
SPY,TemporalAttentionPos,25,0.013469932568424844,0.008461702829471937
SPY,TemporalAttentionPos,26,0.013022673078075782,0.008490557270737267
SPY,TemporalAttentionPos,27,0.011964118748577704,0.00861734606691503
SPY,TemporalAttentionPos,28,0.012340150424664522,0.008219268246504822
SPY,TemporalAttentionPos,29,0.011861426685110215,0.00844436301718487
SPY,TemporalAttentionPos,30,0.01093018521670623,0.007970094588441648
SPY,TemporalAttentionPos,31,0.012115899940210739,0.008209500124825067
SPY,TemporalAttentionPos,32,0.011518353048119993,0.008115937356063327
SPY,TemporalAttentionPos,33,0.011612526058313513,0.008199125990933297
SPY,TemporalAttentionPos,34,0.011347095406367405,0.007959576970039817
SPY,Transformer,1,0.17839486973649327,0.015244669245934128
SPY,Transformer,2,0.04865182135881751,0.014829228226011409
SPY,Transformer,3,0.030019558091153684,0.008844887557232934
SPY,Transformer,4,0.024582922681042573,0.010754353671397706
SPY,Transformer,5,0.02276607945972715,0.0075847179299794645
SPY,Transformer,6,0.0206312044846145,0.010180623160283031
SPY,Transformer,7,0.01998534365717538,0.00934243418409356
SPY,Transformer,8,0.019425725446474345,0.009050950008843626
SPY,Transformer,9,0.020118549241357687,0.007936023078557747
SPY,Transformer,10,0.01864636458197909,0.008146634657124997
SPY,Transformer,11,0.019384081210910536,0.008004956511094383
SPY,Transformer,12,0.01824240596194737,0.00785040639645483
SPY,Transformer,13,0.01814310293884642,0.007905858592480365
SPY,Transformer,14,0.01814767670330578,0.008095660898134224
SPY,Transformer,15,0.017862017966029944,0.00787403138312406
SPY,Transformer,16,0.017197098012709043,0.007887859806012278
SPY,Transformer,17,0.017497576015556477,0.008047836556981661
QQQ,TemporalAttention,1,0.09832897621837908,0.04049096853101164
QQQ,TemporalAttention,2,0.07182689093582323,0.0242384226740639
QQQ,TemporalAttention,3,0.05186794524638052,0.025595800930115962
QQQ,TemporalAttention,4,0.040543812876802594,0.02559484903791681
QQQ,TemporalAttention,5,0.03361666670279795,0.027998344535078098
QQQ,TemporalAttention,6,0.027605354456986368,0.027289201330421564
QQQ,TemporalAttention,7,0.030402392700228226,0.025200267602458484
QQQ,TemporalAttention,8,0.027986052418049204,0.02310886717912622
QQQ,TemporalAttention,9,0.0250687422466192,0.025957869397322263
QQQ,TemporalAttention,10,0.025213158238207346,0.025599157479696703
QQQ,TemporalAttention,11,0.02422974087260372,0.02362497049712933
QQQ,TemporalAttention,12,0.02402456920237026,0.02247609816757696
QQQ,TemporalAttention,13,0.02239637236684117,0.021952675077784107
QQQ,TemporalAttention,14,0.022488734867842922,0.022489727117625393
QQQ,TemporalAttention,15,0.022175315097052825,0.022804498388887123
QQQ,TemporalAttention,16,0.021329893868009726,0.022249849873798012
QQQ,TemporalAttention,17,0.021338182661758576,0.023423398788878343
QQQ,TemporalAttention,18,0.02085102393830399,0.021763319881366833
QQQ,TemporalAttention,19,0.020152920885790456,0.023709213567715614
QQQ,TemporalAttention,20,0.020086441407732164,0.022617361854929897
QQQ,TemporalAttention,21,0.01994872598731767,0.022262784886993188
QQQ,TemporalAttention,22,0.0197870467378165,0.021828858216846346
QQQ,TemporalAttention,23,0.020028980125793034,0.022786129362306985
QQQ,TemporalAttention,24,0.019291403604627652,0.021613572181475565
QQQ,TemporalAttention,25,0.018159313114790333,0.02319246254287156
QQQ,TemporalAttention,26,0.018559879757980586,0.021555134413861914
QQQ,TemporalAttention,27,0.018527905604237227,0.02235831065572574
QQQ,TemporalAttention,28,0.018150194581692185,0.021535397188639956
QQQ,TemporalAttention,29,0.017837444928734732,0.02294611468512033
QQQ,TemporalAttention,30,0.019181297373062473,0.02161173116681831
QQQ,TemporalAttention,31,0.017266160763814712,0.02224239857195127
QQQ,TemporalAttention,32,0.01816277229283162,0.021906043633930665
QQQ,TemporalAttention,33,0.017320710172283853,0.022785854518861698
QQQ,TemporalAttention,34,0.018781907514503135,0.02155106647038146
QQQ,TemporalAttention,35,0.017422201529663017,0.02228726621689205
QQQ,TemporalAttention,36,0.016300846135695424,0.021988856914292153
QQQ,TemporalAttention,37,0.017306236319062352,0.02223630284862523
QQQ,TemporalAttention,38,0.016828746388909528,0.022025450080269036
QQQ,TemporalAttention,39,0.0191620760771001,0.022044744181509753
QQQ,TemporalAttention,40,0.018380849546400964,0.02184472174236649
QQQ,TemporalAttentionPos,1,0.08399935119934425,0.025818587455870512
QQQ,TemporalAttentionPos,2,0.04957650758541233,0.022050719127002964
QQQ,TemporalAttentionPos,3,0.03791518200123873,0.024721218069973298
QQQ,TemporalAttentionPos,4,0.032511049334943816,0.029594880332680124
QQQ,TemporalAttentionPos,5,0.02974699515130407,0.025228418203252823
QQQ,TemporalAttentionPos,6,0.025655919600784706,0.022822869549456396
QQQ,TemporalAttentionPos,7,0.027319042816075636,0.02547881444846105
QQQ,TemporalAttentionPos,8,0.02431275272110385,0.02288242301000352
QQQ,TemporalAttentionPos,9,0.022544106300869816,0.02491472435842051
QQQ,TemporalAttentionPos,10,0.02294650831916532,0.02360796575483523
QQQ,TemporalAttentionPos,11,0.022003542156396917,0.022559170751251224
QQQ,TemporalAttentionPos,12,0.023074177253927484,0.021979831883865864
QQQ,TemporalAttentionPos,13,0.02136492414949697,0.022681557737935083
QQQ,TemporalAttentionPos,14,0.02143266960859711,0.022636784429668932
QQQ,TemporalAttentionPos,15,0.0212721788442372,0.02205913951200314
QQQ,TemporalAttentionPos,16,0.02146669486904613,0.02238312622014069
QQQ,TemporalAttentionPos,17,0.02087313801030013,0.022268694121726697
QQQ,TemporalAttentionPos,18,0.021266376876488562,0.022517316593067313
QQQ,TemporalAttentionPos,19,0.02122529656385328,0.022587322342888752
QQQ,TemporalAttentionPos,20,0.020631099366482063,0.0226029663563783
QQQ,TemporalAttentionPos,21,0.02020626952667148,0.022743027363168567
QQQ,TemporalAttentionPos,22,0.020841315792841,0.022669372470923384
QQQ,TemporalAttentionPos,23,0.020137836304902314,0.022582385321392826
QQQ,TemporalAttentionPos,24,0.019458588900293363,0.022693735123717022
QQQ,Transformer,1,0.13219526561849027,0.031746595677800644
QQQ,Transformer,2,0.04164600474300439,0.0253153423519623
QQQ,Transformer,3,0.029123384360516518,0.02710035784324085
QQQ,Transformer,4,0.024939256506466567,0.02358335101647877
QQQ,Transformer,5,0.024004866551886907,0.02392245645291711
QQQ,Transformer,6,0.023601069666078778,0.022740305338363003
QQQ,Transformer,7,0.022398451460154435,0.024467771366952842
QQQ,Transformer,8,0.021660189305557662,0.022557203237779606
QQQ,Transformer,9,0.020806537424303842,0.02225941987148017
QQQ,Transformer,10,0.019972409912083572,0.022702496612612578
QQQ,Transformer,11,0.0188128391111821,0.022621307758390344
QQQ,Transformer,12,0.018006778655295787,0.02309949237055012
QQQ,Transformer,13,0.019226938135872642,0.022668651618497602
QQQ,Transformer,14,0.018176287984773606,0.02230807658130849
QQQ,Transformer,15,0.016141280051232255,0.022306217060991583
QQQ,Transformer,16,0.016239052249800087,0.02271887822482819
QQQ,Transformer,17,0.01486954368747856,0.023166281916901357
QQQ,Transformer,18,0.01703672064412228,0.022826680398889278
QQQ,Transformer,19,0.015686342617100113,0.022351655004462016
QQQ,Transformer,20,0.01474807650412889,0.022626862266009913
QQQ,Transformer,21,0.014280450069452003,0.022387864218702667
AAPL,TemporalAttention,1,0.09302660685243302,0.09847829542717987
AAPL,TemporalAttention,2,0.0748987539338506,0.0794254998235326
AAPL,TemporalAttention,3,0.07087459520097243,0.0669601848559048
AAPL,TemporalAttention,4,0.06926990575779109,0.05277089704584358
AAPL,TemporalAttention,5,0.06679979818576115,0.054653037507507135
AAPL,TemporalAttention,6,0.0646198661269443,0.04957410264620207
AAPL,TemporalAttention,7,0.06340279737117596,0.04931812673190931
AAPL,TemporalAttention,8,0.063535233199704,0.05032934067784844
AAPL,TemporalAttention,9,0.06488310050322404,0.04540165914292622
AAPL,TemporalAttention,10,0.06312157688651203,0.047306030974688384
AAPL,TemporalAttention,11,0.06553943606236978,0.04465320080350664
AAPL,TemporalAttention,12,0.06052969930588159,0.04458679347754197
AAPL,TemporalAttention,13,0.06123688727758475,0.046716418229323584
AAPL,TemporalAttention,14,0.06284113925524172,0.04584601157365885
AAPL,TemporalAttention,15,0.060890340125502034,0.04594261665597446
AAPL,TemporalAttention,16,0.0598180172104774,0.04596027047758488
AAPL,TemporalAttention,17,0.0588006676719933,0.047084798350145944
AAPL,TemporalAttention,18,0.05957142702666942,0.046598462541972786
AAPL,TemporalAttention,19,0.0590151563907663,0.045467792092857506
AAPL,TemporalAttention,20,0.058938238929472996,0.04529505340676559
AAPL,TemporalAttention,21,0.05815672290664969,0.044643872102400416
AAPL,TemporalAttention,22,0.0582472937552552,0.044710613829188776
AAPL,TemporalAttention,23,0.05790162851073511,0.04439777925722581
AAPL,TemporalAttention,24,0.05803156721155763,0.044343190085619016
AAPL,TemporalAttention,25,0.058051823729998855,0.04451310260683522
AAPL,TemporalAttention,26,0.0577784684866613,0.04460447841793075
AAPL,TemporalAttention,27,0.05693390712430017,0.04443574764002535
AAPL,TemporalAttention,28,0.05744213975011119,0.04428433709518802
AAPL,TemporalAttention,29,0.05762628097564574,0.04424756411743119
AAPL,TemporalAttention,30,0.056961479313810556,0.04439981946987765
AAPL,TemporalAttention,31,0.05847928362644124,0.044094239452615716
AAPL,TemporalAttention,32,0.057301956897424414,0.0445124302059412
AAPL,TemporalAttention,33,0.05748040626098981,0.044216416222988664
AAPL,TemporalAttention,34,0.056564261197369146,0.04438437768643288
AAPL,TemporalAttention,35,0.0567315568330459,0.04419311370588559
AAPL,TemporalAttention,36,0.05615341983719871,0.04487833552958822
AAPL,TemporalAttention,37,0.05616392005878253,0.04401312926013891
AAPL,TemporalAttention,38,0.0559520116215964,0.044435528940276095
AAPL,TemporalAttention,39,0.056650224933288675,0.044338651099487356
AAPL,TemporalAttention,40,0.05645633804769884,0.04409891691871155
AAPL,TemporalAttention,41,0.056162340177063945,0.04441605097985357
AAPL,TemporalAttention,42,0.05611364120308189,0.04433619688944261
AAPL,TemporalAttention,43,0.05673205748084982,0.04409527729608511
AAPL,TemporalAttention,44,0.05652802243574369,0.044527062284935234
AAPL,TemporalAttention,45,0.05627037169721098,0.04454002389334198
AAPL,TemporalAttention,46,0.056324155726352375,0.04426485570357706
AAPL,TemporalAttention,47,0.05680923291877647,0.04421405221118515
AAPL,TemporalAttention,48,0.05611096111223747,0.044262464662411606
AAPL,TemporalAttention,49,0.05601904161160119,0.04453774386162596
AAPL,TemporalAttentionPos,1,0.5553483357193525,0.08670506228629808
AAPL,TemporalAttentionPos,2,0.10900132499509699,0.05219230170648797
AAPL,TemporalAttentionPos,3,0.0890082763407097,0.0503739817138005
AAPL,TemporalAttentionPos,4,0.07741082094555943,0.048735810107642545
AAPL,TemporalAttentionPos,5,0.0738676069259518,0.04927912218622247
AAPL,TemporalAttentionPos,6,0.07051163801764251,0.0499178529401919
AAPL,TemporalAttentionPos,7,0.06772958033602734,0.04909971850763138
AAPL,TemporalAttentionPos,8,0.06232052652902731,0.0474069393134879
AAPL,TemporalAttentionPos,9,0.06401795557017576,0.04744156000477479
AAPL,TemporalAttentionPos,10,0.06099060505615137,0.04732411776326204
AAPL,TemporalAttentionPos,11,0.0597867994932357,0.045551890927485954
AAPL,TemporalAttentionPos,12,0.062277870922922085,0.04604059576820162
AAPL,TemporalAttentionPos,13,0.05691958306509683,0.04580081542743776
AAPL,TemporalAttentionPos,14,0.05870628929119804,0.04669045914608733
AAPL,TemporalAttentionPos,15,0.05600500574041826,0.04561558423241727
AAPL,TemporalAttentionPos,16,0.05817555652922367,0.04702291242722282
AAPL,TemporalAttentionPos,17,0.057453008257659546,0.04564957214953532
AAPL,TemporalAttentionPos,18,0.05518238868051075,0.04668127112370685
AAPL,TemporalAttentionPos,19,0.05542714842040401,0.04658576872731958
AAPL,TemporalAttentionPos,20,0.05467311700914732,0.04613696834198514
AAPL,TemporalAttentionPos,21,0.05662396496579849,0.04619133209151433
AAPL,TemporalAttentionPos,22,0.0553450621950309,0.04610382440619003
AAPL,TemporalAttentionPos,23,0.055337831047929546,0.04610307425036466
AAPL,Transformer,1,0.3429060810650155,0.14825014445118437
AAPL,Transformer,2,0.11189594285206243,0.09720792682995473
AAPL,Transformer,3,0.0703337986490697,0.09262338807260183
AAPL,Transformer,4,0.07241430446991941,0.06776772022135276
AAPL,Transformer,5,0.0622593175740879,0.04465590203110885
AAPL,Transformer,6,0.06083398848317034,0.04492964230729897
AAPL,Transformer,7,0.0586312796461601,0.045976734279017696
AAPL,Transformer,8,0.059248306394849425,0.04551583213409535
AAPL,Transformer,9,0.0575404713332662,0.04531846114231231
AAPL,Transformer,10,0.0570923656286284,0.04583518208473697
AAPL,Transformer,11,0.05582424698685544,0.045229014289334304
AAPL,Transformer,12,0.05741501636730303,0.04517544345243981
AAPL,Transformer,13,0.0534531036321809,0.045237722281450614
AAPL,Transformer,14,0.05349232316147155,0.04561506816767212
AAPL,Transformer,15,0.05491890260337815,0.045451912720848746
AAPL,Transformer,16,0.05283107702221349,0.04637712874638855
AAPL,Transformer,17,0.05354946796506616,0.04590829849747339
