Date,weighted_sum_vol,portfolio_vol_dcc,portfolio_vol_ccc,diversification_benefit
2015-04-14,0.0005902887218477107,0.0005397067936399099,0.0005542890600595713,5.058192820780083e-05
2015-04-15,0.000574260445735356,0.0005248908753432806,0.0005392435674225832,4.936957039207543e-05
2015-04-16,0.0005626027984185687,0.0005142889392250814,0.0005283110587192881,4.831385919348732e-05
2015-04-17,0.0005468593776709875,0.0004998926337052051,0.000513530900174851,4.696674396578238e-05
2015-04-20,0.0005699048863501604,0.0005215432209135926,0.0005352958063404957,4.836166543656774e-05
2015-04-21,0.0006031083211574192,0.0005532270516539626,0.0005665942419159638,4.988126950345665e-05
2015-04-22,0.0005877000177096443,0.0005384727952502089,0.0005521372273935773,4.9227222459435416e-05
2015-04-23,0.0005833974612383803,0.0005345920942180939,0.0005480805840680122,4.8805367020286414e-05
2015-04-24,0.0005707131409585761,0.000522894749666838,0.0005361692082414565,4.781839129173809e-05
2015-04-27,0.0005689211838135508,0.0005207969727153205,0.0005347145040452044,4.8124211098230234e-05
2015-04-28,0.0005707490841337915,0.0005202533059220724,0.0005363888480817373,5.0495778211719035e-05
2015-04-29,0.0005674975083832366,0.0005166156789421422,0.0005333394695488224,5.088182944109438e-05
2015-04-30,0.000566103360837611,0.0005162342137667815,0.0005320692928096672,4.986914707082949e-05
2015-05-01,0.0006142996159652115,0.0005626076838549584,0.0005775136230817264,5.169193211025311e-05
2015-05-04,0.0006577740436233999,0.0006039919859539997,0.0006184588618857708,5.378205766940023e-05
2015-05-05,0.0006388628709582637,0.0005861840662543706,0.0006006570913714447,5.267880470389305e-05
2015-05-06,0.0006725511994542681,0.0006181555265860157,0.0006323014032008434,5.439567286825238e-05
2015-05-07,0.0006585605770796732,0.0006049597698060846,0.0006191474206975738,5.360080727358858e-05
2015-05-08,0.0006441044704632558,0.0005914156574352728,0.0006055507154872618,5.2688813027983e-05
2015-05-11,0.0006656875930858868,0.000611521475030999,0.0006256183751486138,5.416611805488783e-05
2015-05-12,0.0006529544622605613,0.0005995254247685291,0.0006136337407932944,5.342903749203218e-05
2015-05-13,0.0006359002487241381,0.0005835337205464463,0.0005976062626488946,5.2366528177691775e-05
2015-05-14,0.0006168914269043193,0.0005657941939056828,0.0005797460760710388,5.10972329986365e-05
2015-05-15,0.0006470191436169269,0.0005945504026651994,0.0006081038767754975,5.246874095172756e-05
2015-05-18,0.000627503061622769,0.0005761574575285386,0.0005897592081258831,5.1345604094230426e-05
2015-05-19,0.0006161304032747728,0.0005655235082459804,0.0005790909474162691,5.060689502879242e-05
2015-05-20,0.0005975002214555134,0.000548133203048733,0.0005615817258630134,4.936701840678036e-05
2015-05-21,0.00057937977951839,0.0005312683459775429,0.0005445496359086037,4.811143354084709e-05
2015-05-22,0.0005697647881481832,0.0005224675539559923,0.0005355417411211322,4.7297234192190886e-05
2015-05-26,0.0005568390088134625,0.0005099642196778126,0.0005233991562650471,4.6874789135649864e-05
2015-05-27,0.0005868943351836431,0.0005386513867864058,0.000551582549969768,4.824294839723736e-05
2015-05-28,0.000613334849859166,0.0005636718892134017,0.0005765104777650885,4.966296064576434e-05
2015-05-29,0.0005953372875305531,0.0005467365430230024,0.0005595956842729899,4.860074450755076e-05
2015-06-01,0.0005900514426741516,0.0005418026159126394,0.0005545878594939952,4.82488267615122e-05
2015-06-02,0.0005735690323904589,0.0005263525399836434,0.0005390968744928166,4.721649240681551e-05
2015-06-03,0.0005579931958510219,0.0005118477135755046,0.0005244690020905486,4.6145482275517305e-05
2015-06-04,0.0005425634567098021,0.0004974556739772869,0.0005099563784999717,4.5107782732515156e-05
2015-06-05,0.0005404259318114283,0.0004951854232236974,0.0005078306090527724,4.524050858773095e-05
2015-06-08,0.0005263883536085279,0.0004822483417768927,0.0004946432472026598,4.4140011831635194e-05
2015-06-09,0.0005257175103482953,0.0004816747986876204,0.0004940567971451984,4.4042711660674885e-05
2015-06-10,0.0005104407685389771,0.00046757991665717614,0.0004797039753225262,4.286085188180092e-05
2015-06-11,0.0005328859382806928,0.0004885645319515921,0.0005007593160324653,4.4321406329100735e-05
2015-06-12,0.0005181907358899026,0.00047473560293218015,0.0004869343576542518,4.345513295772244e-05
2015-06-15,0.0005214098122182501,0.0004780428610465033,0.000489935412976546,4.3366951171746866e-05
2015-06-16,0.0005097316353445086,0.0004671460736052596,0.00047897131447699557,4.258556173924896e-05
2015-06-17,0.0005015557845297231,0.0004596554999225213,0.0004712826990986949,4.190028460720178e-05
2015-06-18,0.0004875597376954869,0.0004465614640903561,0.0004581384049818152,4.099827360513078e-05
2015-06-19,0.0005028644852446691,0.0004604500709466788,0.0004727566253572473,4.241441429799029e-05
2015-06-22,0.0004982102302922371,0.00045633026023657845,0.00046832836370471685,4.187997005565867e-05
2015-06-23,0.0004943500105040908,0.0004530899614840928,0.00046472462686615807,4.1260049019998016e-05
2015-06-24,0.0004807870188708211,0.0004404147779816671,0.00045195988816523525,4.0372240889154e-05
2015-06-25,0.00047897247841826055,0.0004369821128329606,0.0004501901307589705,4.199036558529993e-05
2015-06-26,0.0004672962174028229,0.000426651541672352,0.0004391958435688997,4.0644675730470926e-05
2015-06-29,0.00045946962364664404,0.0004197034433907391,0.00043190250815644716,3.976618025590493e-05
2015-06-30,0.0005547782807921611,0.0005100541223500899,0.0005220262439858012,4.4724158442071204e-05
2015-07-01,0.0005425778969132039,0.0004985473762762039,0.0005104916452697747,4.403052063700001e-05
2015-07-02,0.0005418366024448527,0.0004980321189757475,0.000509771237854259,4.380448346910518e-05
2015-07-06,0.0005255174547377313,0.0004828097470772848,0.0004944153756611032,4.270770766044647e-05
2015-07-07,0.0005114953972153774,0.0004697917291447333,0.0004812132388790049,4.1703668070644084e-05
2015-07-08,0.0005004367538635123,0.0004590696993801221,0.0004708038364256622,4.136705448339024e-05
2015-07-09,0.0005747327602526617,0.0005292680059529333,0.0005403438122916573,4.5464754299728415e-05
2015-07-10,0.0005822784441276726,0.0005331559814785033,0.0005470605325823318,4.912246264916927e-05
2015-07-13,0.0006305374140303551,0.0005786884552952516,0.0005922805050059891,5.1848958735103414e-05
2015-07-14,0.0006590722453529198,0.0006057821140412209,0.0006192628639587348,5.329013131169882e-05
2015-07-15,0.0006432779451129204,0.0005906432336494549,0.0006044650982432139,5.263471146346548e-05
2015-07-16,0.0006283727493875484,0.0005763088893893184,0.0005904221863029575,5.206385999823005e-05
2015-07-17,0.0006364265326359272,0.0005841759595413262,0.0005981334982071266,5.225057309460096e-05
2015-07-20,0.0006346538762831656,0.0005821337157445157,0.0005967362494548743,5.2520160538649884e-05
2015-07-21,0.0006336986418020892,0.0005801936447877653,0.0005957050159123869,5.3504997014323864e-05
2015-07-22,0.000620799657209645,0.0005682141640853022,0.0005835282964415072,5.258549312434275e-05
2015-07-23,0.0006926935090965468,0.0006318170568538706,0.0006513873114596697,6.0876452242676214e-05
2015-07-24,0.0006754591506627034,0.0006162418689241904,0.0006350995649048962,5.9217281738513025e-05
2015-07-27,0.0006724541196108403,0.000613371186605849,0.0006320692074660492,5.9082933004991314e-05
2015-07-28,0.0006678724677623359,0.0006100339235676511,0.0006277801569470946,5.783854419468481e-05
2015-07-29,0.0006666202832410945,0.0006083650183050941,0.000626343461245471,5.8255264936000334e-05
2015-07-30,0.0006517428892512732,0.0005944568528719887,0.0006122903186340294,5.728603637928449e-05
2015-07-31,0.0006346378747643849,0.0005788570836552502,0.000596246186875089,5.5780791109134756e-05
2015-08-03,0.0006191469395187012,0.0005650016076008947,0.0005816981057356938,5.414533191780652e-05
2015-08-04,0.0006276752113090183,0.0005726529842720482,0.0005898241840936085,5.502222703697012e-05
2015-08-05,0.0006532024595839756,0.0005951262222060329,0.0006142766241188607,5.807623737794261e-05
2015-08-06,0.0006407412603921938,0.0005843855991825097,0.0006025590970254725,5.635566120968413e-05
2015-08-07,0.0006477007788949208,0.0005890310828291172,0.0006090025607759572,5.866969606580354e-05
2015-08-10,0.0006289306095945135,0.000572601902299875,0.0005913477915879074,5.632870729463857e-05
2015-08-11,0.0006853930675727237,0.0006265604086580946,0.000644554927809243,5.883265891462911e-05
2015-08-12,0.0007801665024711807,0.0007160513307758137,0.0007350364335732347,6.411517169536691e-05
2015-08-13,0.0007645692323318755,0.0007019627884132448,0.0007204737151014065,6.260644391863069e-05
2015-08-14,0.0007416378580488636,0.0006809415556707757,0.0006988563461023642,6.0696302378087904e-05
2015-08-17,0.0007220869237095547,0.0006630272466068263,0.0006803993982528475,5.9059677102728464e-05
2015-08-18,0.0007119365425418852,0.000653733596779053,0.0006707147307610585,5.820294576283213e-05
2015-08-19,0.0006942161755145459,0.0006374579117242547,0.0006539874141113247,5.675826379029122e-05
2015-08-20,0.0006885604936962694,0.0006322544234642494,0.0006484460210911788,5.630607023201996e-05
2015-08-21,0.0007761105109949429,0.0007101766906946934,0.0007296180310038514,6.59338203002495e-05
2015-08-24,0.0010369312379413693,0.0009586051252526565,0.0009748681838810578,7.832611268871283e-05
2015-08-25,0.0011753217043272857,0.0010826396703933806,0.001104176732932809,9.268203393390513e-05
2015-08-26,0.0011470813107703544,0.0010545818974861732,0.0010775798134580602,9.24994132841812e-05
2015-08-27,0.0013330848269606742,0.0012308272914507798,0.0012527832443748911,0.00010225753550989437
2015-08-28,0.0013546563827202276,0.0012501663060392556,0.0012730553329368198,0.00010449007668097195
2015-08-31,0.001313652864050999,0.0012105694842909332,0.001234518679124698,0.00010308337976006575
2015-09-01,0.0012817330171698716,0.0011798136315058771,0.0012046083470584553,0.00010191938566399446
2015-09-02,0.0013610385326078968,0.0012542448232670143,0.001278943272371458,0.00010679370934088247
2015-09-03,0.0013976634238666496,0.0012878950781117597,0.0013133200529083212,0.00010976834575488988
2015-09-04,0.001363139073206978,0.0012541407408660072,0.001280826587017549,0.00010899833234097084
2015-09-08,0.0013371838252957255,0.0012291481131760098,0.0012564208950636797,0.00010803571211971566
2015-09-09,0.0013615603015337413,0.0012521124537766917,0.0012794576523280235,0.0001094478477570496
2015-09-10,0.0013398320596676558,0.0012313866241013146,0.0012589657006903676,0.00010844543556634122
2015-09-11,0.0013154587111599751,0.0012080680021116497,0.0012360107325215548,0.00010739070904832544
2015-09-14,0.001282381655111027,0.00117691104892244,0.001204892563061685,0.00010547060618858704
2015-09-15,0.0012465157159466417,0.001142937691554103,0.0011711721333242746,0.00010357802439253877
2015-09-16,0.0012213405611445289,0.0011195902908248837,0.001147543297950279,0.0001017502703196452
2015-09-17,0.0011883298032140316,0.0010888388167720278,0.0011165231696890496,9.949098644200386e-05
2015-09-18,0.0011651844037267394,0.0010664466992260533,0.001094645398270071,9.873770450068609e-05
2015-09-21,0.0011493422807332386,0.0010515993081097227,0.0010798152693008007,9.774297262351585e-05
2015-09-22,0.0011226157196159588,0.0010270207530532903,0.0010546316231780108,9.55949665626685e-05
2015-09-23,0.0011119352614606507,0.0010179173843893464,0.0010446486090171024,9.401787707130431e-05
2015-09-24,0.0010801341559571276,0.0009885188636457871,0.0010147508065678089,9.161529231134047e-05
2015-09-25,0.0010494440070145208,0.0009601008372117866,0.0009859137071114665,8.934316980273413e-05
2015-09-28,0.0010207013846192155,0.0009337422964500403,0.0009589759859840275,8.695908816917525e-05
2015-09-29,0.0010659839529694785,0.0009769337653551336,0.0010019352241148972,8.905018761434487e-05
2015-09-30,0.0010637292823328262,0.0009725446861810173,0.0009994479092544418,9.118459615180892e-05
2015-10-01,0.0010713443652210636,0.0009802860888966512,0.0010069114385602687,9.105827632441233e-05
2015-10-02,0.0010411866600783483,0.0009524850373414201,0.0009785650884771087,8.870162273692816e-05
2015-10-05,0.0010334216371012807,0.0009458312735133667,0.0009714715974110773,8.759036358791392e-05
2015-10-06,0.001024684497988434,0.0009377396356020171,0.0009633885727696393,8.694486238641688e-05
2015-10-07,0.0009957184420803825,0.0009111583815974528,0.0009361618747364439,8.456006048292977e-05
2015-10-08,0.0009708252261523876,0.0008880740726451915,0.0009127693009186623,8.275115350719615e-05
2015-10-09,0.0009507199333733118,0.0008685690749056623,0.0008937765166016487,8.215085846764952e-05
2015-10-12,0.0009429786191978394,0.0008604821472873632,0.0008861737988421914,8.249647191047624e-05
2015-10-13,0.0009153543901390277,0.0008356597374271026,0.0008602080706607892,7.969465271192514e-05
2015-10-14,0.0008916238360377894,0.0008142313561012993,0.0008379414759089319,7.739247993649009e-05
2015-10-15,0.0008735607987659092,0.0007977973095966583,0.0008208463650679791,7.576348916925096e-05
2015-10-16,0.0008807294010028285,0.0008056405062108897,0.0008276960003236109,7.508889479193885e-05
2015-10-19,0.0008579685173212966,0.0007843964514236521,0.0008062873196421415,7.357206589764448e-05
2015-10-20,0.0008350226428145194,0.000763605268530146,0.0007847393165814516,7.14173742843734e-05
2015-10-21,0.0008242902073282556,0.0007520855304575207,0.0007744951942815748,7.220467687073489e-05
2015-10-22,0.0008034114496985336,0.0007333700661349351,0.000754908155895947,7.004138356359849e-05
2015-10-23,0.0008258098820170781,0.0007555117953047695,0.0007762313807046753,7.029808671230866e-05
2015-10-26,0.0008810582619532799,0.0008077649843747111,0.0008284410468585193,7.329327757856885e-05
2015-10-27,0.0008933222194232748,0.000815727017110174,0.0008395236733204058,7.759520231310081e-05
2015-10-28,0.0008679800393823719,0.0007927903794293002,0.0008156976353830125,7.518965995307171e-05
2015-10-29,0.0009085747129818739,0.0008294085225018989,0.0008535582083368724,7.916619047997509e-05
2015-10-30,0.0008846711629784349,0.000807582681556578,0.0008311035716199649,7.708848142185681e-05
2015-11-02,0.0008624101382771461,0.0007876839612479884,0.0008101845663904601,7.472617702915772e-05
2015-11-03,0.000858179051772497,0.0007844533913288278,0.0008061476966184821,7.372566044366923e-05
2015-11-04,0.0008377517144564077,0.0007659128808133061,0.0007869578243904524,7.183883364310167e-05
2015-11-05,0.0008136115233091316,0.0007438675136420442,0.0007642697285590571,6.974400966708739e-05
2015-11-06,0.0007900899931257777,0.0007224461033436318,0.0007421799979940136,6.76438897821459e-05
2015-11-09,0.0007661188083254901,0.0007005655407104306,0.0007196624841987985,6.555326761505944e-05
2015-11-10,0.0007563962465587431,0.0006915328839568628,0.0007105279544068935,6.486336260188034e-05
2015-11-11,0.0007730440573364924,0.0007042182628558378,0.0007262226885286408,6.882579448065456e-05
2015-11-12,0.0007519181237498366,0.0006855063227028282,0.0007063557359608916,6.64118010470084e-05
2015-11-13,0.0007498038908719253,0.0006830527264307827,0.0007041394980590095,6.675116444114265e-05
2015-11-16,0.0007926497164472753,0.0007245357980131139,0.0007446133062606105,6.811391843416137e-05
2015-11-17,0.0008053800597354909,0.0007367935907270352,0.000756446152142376,6.85864690084557e-05
2015-11-18,0.0007815885521912035,0.0007149361287914621,0.0007341000869618186,6.665242339974143e-05
2015-11-19,0.0008302548029224875,0.000761477558609091,0.0007798360099405412,6.877724431339645e-05
2015-11-20,0.0008106869397621477,0.0007427850868951449,0.0007614636251809248,6.790185286700281e-05
2015-11-23,0.0007902176627970312,0.0007238198623512558,0.0007422591370562277,6.639780044577536e-05
2015-11-24,0.0007730618803047974,0.0007077946237434235,0.0007261618229088279,6.526725656137385e-05
2015-11-25,0.0007531226352236646,0.0006892081306105868,0.0007074390328159134,6.391450461307787e-05
2015-11-27,0.000732214025112991,0.000669859238173602,0.0006878053017499542,6.235478693938901e-05
2015-11-30,0.0007102737725833018,0.0006497131862073782,0.0006671956681043346,6.0560586375923596e-05
2015-12-01,0.0006911318981870408,0.0006318553494467589,0.0006491928564187222,5.927654874028187e-05
2015-12-02,0.0006866850092527754,0.0006259312651776453,0.0006449688749409499,6.0753744075130157e-05
2015-12-03,0.0006800957847846775,0.0006203390030026487,0.0006386652510443533,5.9756781782028764e-05
2015-12-04,0.0006975507249753336,0.0006366950469820623,0.0006551466400215477,6.085567799327129e-05
2015-12-07,0.000778936508227497,0.0007144439621540059,0.0007316342519524188,6.449254607349109e-05
2015-12-08,0.000760448964452256,0.0006971918566264469,0.000714249869473408,6.32571078258091e-05
2015-12-09,0.0007403670084532776,0.0006781680824973411,0.0006953459937953774,6.219892595593645e-05
2015-12-10,0.0007563998176150886,0.0006935146525408416,0.0007105186667140873,6.288516507424707e-05
2015-12-11,0.0007359517470283202,0.0006745333043976018,0.0006913227622230476,6.141844263071836e-05
2015-12-14,0.0007977191714501094,0.000733186061605342,0.0007494461491682026,6.453310984476748e-05
2015-12-15,0.0007797285277133903,0.0007153772306880029,0.0007325766479222472,6.43512970253874e-05
2015-12-16,0.0007780107310727253,0.0007103212790658618,0.0007308250020042476,6.768945200686359e-05
2015-12-17,0.0007824148202977133,0.0007147388642107845,0.0007350431916941647,6.767595608692882e-05
2015-12-18,0.0008035878623909966,0.000735421882964264,0.0007548670813425512,6.816597942673266e-05
2015-12-21,0.0008473961022709463,0.0007772925427925194,0.0007959858259666785,7.010355947842687e-05
2015-12-22,0.0008374980593079766,0.0007682476480592168,0.000786733983707217,6.925041124875985e-05
2015-12-23,0.0008190636148575332,0.0007505999282335851,0.0007694221179022078,6.846368662394818e-05
2015-12-24,0.0008124569842436632,0.0007445382556095512,0.0007631361812637464,6.791872863411196e-05
2015-12-28,0.0007890352821394696,0.0007227718630191528,0.0007411224171344065,6.62634191203168e-05
2015-12-29,0.0007705994104437387,0.000705416352423193,0.0007237496826389644,6.518305802054574e-05
2015-12-30,0.0007811594115767161,0.0007159147840500464,0.0007337785555924895,6.524462752666973e-05
2015-12-31,0.0007723202766743511,0.0007079311669261278,0.000725476252932028,6.43891097482233e-05
2016-01-04,0.0007795511675092405,0.0007150176419182132,0.0007322528782583026,6.453352559102727e-05
2016-01-05,0.0007928422823605131,0.0007255752117110669,0.0007451962027491512,6.726707064944623e-05
2016-01-06,0.0007955375673969289,0.0007257341591518502,0.0007474269191431312,6.98034082450787e-05
2016-01-07,0.000802009858059959,0.0007325855493732551,0.000753370244616961,6.942430868670392e-05
2016-01-08,0.0009304108202728775,0.0008549674390785259,0.000874126754900152,7.54433811943516e-05
2016-01-11,0.0009129164904912017,0.0008372743801324851,0.0008576677126666047,7.564211035871664e-05
2016-01-12,0.0008946215990576119,0.000819746441504987,0.0008404221205353917,7.487515755262488e-05
2016-01-13,0.0008848996768654296,0.0008110601608058954,0.0008313249344691642,7.383951605953421e-05
2016-01-14,0.0009719959316131121,0.0008933527581555911,0.0009137988833450048,7.864317345752101e-05
2016-01-15,0.0009902642749939454,0.0009108332822363734,0.000931074022736963,7.943099275757202e-05
2016-01-19,0.0010419409876010854,0.0009598992706207967,0.0009801469554803976,8.204171698028876e-05
2016-01-20,0.0010112617673263477,0.0009306509322789794,0.0009512770611255157,8.061083504736833e-05
2016-01-21,0.0009890923962335362,0.0009088805632918747,0.0009303792971738505,8.021183294166156e-05
2016-01-22,0.000961483789249476,0.0008827674141111524,0.0009043844376810104,7.871637513832356e-05
2016-01-25,0.001073230502181185,0.0009866047481858098,0.0010087933049873622,8.662575399537515e-05
2016-01-26,0.001072048084759911,0.0009854376324951578,0.0010076254626584127,8.66104522647532e-05
2016-01-27,0.0010522494199178489,0.0009663520067693016,0.0009889842639381205,8.589741314854731e-05
2016-01-28,0.0011773781778113002,0.0010792544209684055,0.0011063715980911403,9.812375684289465e-05
2016-01-29,0.0011515994889103234,0.0010552953679913554,0.0010822337019309532,9.630412091896795e-05
2016-02-01,0.0011893704524986763,0.0010908219703072667,0.001117414233641952,9.854848219140958e-05
2016-02-02,0.0011556327474697833,0.001059163135671752,0.001085722275814495,9.646961179803136e-05
2016-02-03,0.0011650692855040279,0.0010682062669810646,0.0010945884422292637,9.686301852296331e-05
2016-02-04,0.0011420758143396632,0.001045819918735126,0.0010729576639813612,9.62558956045371e-05
2016-02-05,0.0011090904830214302,0.001015360857791403,0.001041965182483213,9.372962523002712e-05
2016-02-08,0.001160313341178592,0.0010638155345435122,0.0010905830142031372,9.649780663507977e-05
2016-02-09,0.0011452690009224667,0.001047717922190052,0.0010764536100851252,9.755107873241466e-05
2016-02-10,0.0011107391199647646,0.0010162597174400306,0.001044005602688068,9.447940252473399e-05
2016-02-11,0.0010791439817024711,0.0009872232331823152,0.0010143097372455631,9.19207485201559e-05
2016-02-12,0.001056082354810689,0.0009656634599763586,0.0009924972031043957,9.041889483433032e-05
2016-02-16,0.0010538507640396354,0.0009627529798263137,0.000990325516371597,9.109778421332172e-05
2016-02-17,0.001078103325607107,0.0009868759511192874,0.0010131720222887229,9.122737448781959e-05
2016-02-18,0.0010838567677494966,0.0009930097694026007,0.0010188083365552617,9.084699834689593e-05
2016-02-19,0.0010678209864690424,0.0009783050165242091,0.0010037153206132676,8.95159699448333e-05
2016-02-22,0.0010358062865225446,0.0009488164195899846,0.0009736284059340997,8.698986693256002e-05
2016-02-23,0.0010271962181434492,0.0009411244334419629,0.000965639316329873,8.607178470148636e-05
2016-02-24,0.0010315765088675065,0.0009459294344953348,0.0009697258727321717,8.564707437217173e-05
2016-02-25,0.001011837181565827,0.0009277558669584974,0.0009511599570273061,8.408131460732962e-05
2016-02-26,0.000993829035684518,0.0009110772950852968,0.0009342297007459516,8.27517405992211e-05
2016-02-29,0.0009639739104548544,0.0008834849328349304,0.0009061628921971367,8.048897761992401e-05
2016-03-01,0.0009415676228825953,0.0008627828920184979,0.0008851498652158583,7.878473086409736e-05
2016-03-02,0.0010326511529273408,0.0009496601004597956,0.000970826414092093,8.29910524675452e-05
2016-03-03,0.0010023589289961635,0.0009210344712261794,0.0009423361343439351,8.132445776998405e-05
2016-03-04,0.0009745985994423115,0.0008947668570076577,0.0009162108604623176,7.983174243465373e-05
2016-03-07,0.0009529103819182279,0.0008740072141896762,0.000895728291520569,7.890316772855171e-05
2016-03-08,0.0009298715091489624,0.0008524119490369462,0.0008740619824204826,7.745956011201622e-05
2016-03-09,0.0009137496010880885,0.0008375619303617837,0.000858879646630899,7.618767072630481e-05
2016-03-10,0.0008891889275656411,0.0008148406154965356,0.0008358227670428992,7.434831206910549e-05
2016-03-11,0.0008622567933768512,0.0007900317707351532,0.0008105090469693669,7.222502264169807e-05
2016-03-14,0.0008694028707062811,0.0007970224233114547,0.0008173751089863778,7.238044739482641e-05
2016-03-15,0.0008434021163674102,0.0007730224393136805,0.0007929291103095053,7.037967705372968e-05
2016-03-16,0.0008335838427092671,0.0007622979078638169,0.0007834876567566078,7.128593484545022e-05
2016-03-17,0.00082106952385919,0.0007513094732533111,0.0007717158457621956,6.976005060587885e-05
2016-03-18,0.0007986659114436055,0.0007305689978152427,0.0007506332176850942,6.809691362836287e-05
2016-03-21,0.0007754979684113172,0.0007094596497319361,0.0007288515064336291,6.60383186793811e-05
2016-03-22,0.0007528365206890413,0.0006888024097022818,0.0007075708394833797,6.403411098675942e-05
2016-03-23,0.0007330071333478097,0.000670608814735385,0.0006889158700560926,6.239831861242471e-05
2016-03-24,0.0007190102619471284,0.0006580756767774282,0.0006758049393844626,6.093458516970025e-05
2016-03-28,0.0006980012187808595,0.0006388283428122298,0.0006560478206404335,5.9172875968629686e-05
2016-03-29,0.0006778708554581038,0.0006203824543887564,0.0006371182100364012,5.74884010693474e-05
2016-03-30,0.0007044336604339464,0.000645791538014456,0.0006620872483771349,5.864212241949048e-05
