date,corr_SPY_QQQ,corr_SPY_AAPL,corr_QQQ_AAPL
2015-02-05,0.9153112313648365,0.4881771856641555,0.6765143252386263
2015-02-06,0.908032585286733,0.4158386453919418,0.6436475791863336
2015-02-09,0.9056549182292281,0.40873305369908663,0.6500099912343229
2015-02-10,0.899518444903777,0.4076107328482911,0.6572518211816126
2015-02-11,0.8829891010824926,0.31412312270728904,0.6026177596401142
2015-02-12,0.8868992577025987,0.34048219036987615,0.6179340687667718
2015-02-13,0.8803537500955646,0.28993294168264355,0.5854028168965789
2015-02-17,0.8857985732740719,0.3003431173944827,0.5868320320227886
2015-02-18,0.8804773979499833,0.28348762371983494,0.5709526085672831
2015-02-19,0.8702547168547095,0.1983054089680423,0.504829450045036
2015-02-20,0.8659883387348749,0.2691314290312355,0.5673661796849377
2015-02-23,0.8650447850182763,0.27976371359658386,0.546431330064902
2015-02-24,0.8659618817686302,0.2796824355137938,0.5453884603638519
2015-02-25,0.8475302818714967,0.20693922165725306,0.4898078363792493
2015-02-26,0.8613737922641487,0.19373056546915474,0.48793112720639753
2015-02-27,0.8659978371786665,0.20549269918620777,0.4877793478454431
2015-03-02,0.8837363321983933,-0.003905517593479984,0.22459312287961994
2015-03-03,0.8814789397361761,0.4432258203186134,0.6029816001678614
2015-03-04,0.8764511320554346,0.39090263755347143,0.564836022544719
2015-03-05,0.8624763898134383,0.27315805078527117,0.4879378476905312
2015-03-06,0.8763042435735585,0.275971842214209,0.4990756836044382
2015-03-09,0.8981228253948156,0.3441079602786081,0.5124566888432676
2015-03-10,0.918458767260516,0.3173893904460892,0.4792259270800525
2015-03-11,0.9159584145117794,0.3130023205143468,0.4766721762624816
2015-03-12,0.9483103669967109,0.44144031716554005,0.5606681341388817
2015-03-13,0.9412869292412387,0.4605436402864978,0.5997852381248474
2015-03-16,0.9074532618074315,0.46217913222188967,0.5723251323621525
2015-03-17,0.9115005180713573,0.4968091638406558,0.5846727307550349
2015-03-18,0.9162299094908792,0.49191520653439774,0.5775592372817859
2015-03-19,0.9121077999313612,0.4431298738488493,0.5670555299965984
2015-03-20,0.9192566619199186,0.4680089874039968,0.5856792291255029
2015-03-23,0.9066201723334034,0.4788415147894546,0.5779305609170362
2015-03-24,0.9201307903431789,0.40978263406822507,0.5331585186019093
2015-03-25,0.9181296644136163,0.3785952805943762,0.4998595823111853
2015-03-26,0.9189485480320615,0.42172722615182795,0.5417348258183929
2015-03-27,0.9147405712387948,0.5107265621647296,0.6308283214602622
2015-03-30,0.915383702542419,0.5421298131812063,0.6505065329607351
2015-03-31,0.9276113372105925,0.5459203635969209,0.6157659032451127
2015-04-01,0.9340326414038499,0.6049543336064804,0.6586293757111417
2015-04-02,0.9361779264438989,0.6176559113638833,0.6751790355932211
2015-04-06,0.9358491768615373,0.6238521493892113,0.6798841480518881
2015-04-07,0.9346520446750395,0.6273140787843241,0.6772812911835864
2015-04-08,0.9365151824023044,0.6734512137387888,0.7372030519967806
2015-04-09,0.9346767145231252,0.7250146645024691,0.7600855907201834
2015-04-10,0.9288466329052611,0.7162835795940725,0.7333871756426645
2015-04-13,0.9113709917509801,0.6788661886465231,0.7002889363639874
2015-04-14,0.912665219465429,0.6853588243699099,0.6902043694707641
2015-04-15,0.9247450256693597,0.6528900648391532,0.6850406854669808
2015-04-16,0.9159485206973068,0.6374001074039932,0.681701747533634
2015-04-17,0.9067426508269569,0.626044620362747,0.6689186640116099
2015-04-20,0.9175195998587382,0.6994929677213725,0.693298186337103
2015-04-21,0.9278798940055765,0.6920233561056905,0.6827092431198691
2015-04-22,0.9495167951580232,0.71847634125264,0.7439959052958338
2015-04-23,0.9428202999944992,0.8364744301682641,0.7930322562146206
2015-04-24,0.943709064342279,0.8668663171719041,0.8177474675544099
2015-04-27,0.9478047343413037,0.8698355757639216,0.817463577853543
2015-04-28,0.8865976397875535,0.8234721119627514,0.7156939338562697
2015-04-29,0.8850923020879473,0.726176984409925,0.6592734622631553
2015-04-30,0.8669033822602167,0.6756945646431857,0.6818784875051047
2015-05-01,0.8671426751198372,0.6226427855930897,0.6695022443805216
2015-05-04,0.8783591943006807,0.6646538088980981,0.7173499300365594
2015-05-05,0.8872922480313198,0.7257241949265365,0.754357670602931
2015-05-06,0.8925016006786766,0.7163690075174634,0.7621157354984806
2015-05-07,0.9101637500561249,0.7433694401894214,0.7882361165374848
2015-05-08,0.9129021897634675,0.7423534662413861,0.7906614002731754
2015-05-11,0.9150015972905385,0.756461517096806,0.8163736520682037
2015-05-12,0.91449274442124,0.7728298866523874,0.8283323661188621
2015-05-13,0.9155207912720187,0.7808847533449951,0.8292408203695733
2015-05-14,0.919430816911439,0.7863878346271012,0.8289420302851073
2015-05-15,0.9270569931819456,0.7929536325730066,0.8280270127347594
2015-05-18,0.9332203391655856,0.815847671214854,0.8472192205033969
2015-05-19,0.9327617392332932,0.8156130388712076,0.8470472353760707
2015-05-20,0.9211890157615205,0.8226369690878722,0.8558738060253902
2015-05-21,0.9146875834213205,0.8069065379226034,0.840614894442639
2015-05-22,0.92544167616331,0.8057756927185986,0.856726036856164
2015-05-26,0.9246785942953923,0.8016396666202071,0.8572440233299247
2015-05-27,0.9229699052409804,0.7790843073036787,0.8447861739359134
2015-05-28,0.9621704526267639,0.8041767862325493,0.8929702085244949
2015-05-29,0.9643189396945122,0.8893175790953642,0.9406860770023056
2015-06-01,0.9751064906606299,0.94020965336062,0.954894335944289
2015-06-02,0.9742409740346424,0.9441217832248182,0.9563913198860947
2015-06-03,0.9735021041081902,0.9395274189749688,0.9457116026873378
2015-06-04,0.968674497336378,0.9358594617254488,0.94978487416819
2015-06-05,0.970626511054312,0.9432334487402942,0.9513183108584845
2015-06-08,0.965933192559326,0.9166066370270919,0.9347817421483618
2015-06-09,0.9674752580022105,0.9132083793663313,0.9361471905773735
2015-06-10,0.964623874006483,0.9134498485705514,0.9256580868815085
2015-06-11,0.9667347198148866,0.902289415617401,0.9137153276695852
2015-06-12,0.9712042224177742,0.8808613268930122,0.9101169742669698
2015-06-15,0.9669864782341531,0.8630303948641369,0.9059479376951898
2015-06-16,0.9698223561896633,0.8723803852638222,0.9126159723143111
2015-06-17,0.9651197849935448,0.8421044022582357,0.8865129438738975
2015-06-18,0.9667148373953945,0.8470175959563454,0.8892512411670382
2015-06-19,0.9661903529243602,0.8426981839443387,0.8836239611333266
2015-06-22,0.971481786049319,0.8226095363576834,0.851896878247006
2015-06-23,0.9726455046097486,0.8277108501854257,0.8544378519036698
2015-06-24,0.9736839091923194,0.8414607128619291,0.8633391621391396
2015-06-25,0.9747464414025123,0.8914812435804953,0.8994014546217182
2015-06-26,0.9675917244386035,0.7319100410405722,0.8073454831180925
2015-06-29,0.9700771947799488,0.6935987645684418,0.7439006401362904
2015-06-30,0.9479127619471545,0.6853899826979424,0.7509345240719438
2015-07-01,0.9672239690862887,0.762424611832371,0.8174066596814601
2015-07-02,0.9671445127345083,0.7530520615047136,0.8113586362460802
2015-07-06,0.9698056132898262,0.7751878337322508,0.8217338847352182
2015-07-07,0.9688580718858372,0.7737532168503508,0.82033776888791
2015-07-08,0.9690233785798311,0.7716999645309641,0.8170079615635688
2015-07-09,0.9623568123031866,0.7492175691964625,0.8121624959995393
2015-07-10,0.9698862051252293,0.8023536065327445,0.8414214330526335
2015-07-13,0.9686716585872547,0.7038541677167265,0.7658375075749981
2015-07-14,0.9688286534919611,0.7175461577404326,0.7802902076272621
2015-07-15,0.9682079601124837,0.7508301377538428,0.8138951383596512
2015-07-16,0.9671287310939162,0.737358892157752,0.8002783093988535
2015-07-17,0.9662606561376635,0.7237722027354649,0.791447360848551
2015-07-20,0.964456277387407,0.732942022747188,0.8022238172142698
2015-07-21,0.9291058361074589,0.728830175037748,0.8047878779264112
2015-07-22,0.9232044429921614,0.708654058184369,0.7944295382074583
2015-07-23,0.9203570910232437,0.7071891665184319,0.7831220338404331
2015-07-24,0.8968820657959561,0.5946008528170258,0.7652011286796072
2015-07-27,0.8973502852203427,0.5897797643482167,0.7624030445945312
2015-07-28,0.9018307551741964,0.621904537843722,0.7829551565923489
2015-07-29,0.9034216818397662,0.629556390943963,0.78896938893698
