Date,Close,High,Low,Open,Volume
2015-01-02,94.66508483886719,95.8237936406668,94.20527775418817,95.41916817709681,31314600
2015-01-05,93.2764663696289,94.36161138048092,93.00977741603567,94.25125515330805,36521300
2015-01-06,92.02576446533203,93.5707161277411,91.61194100879818,93.4143834455925,66205500
2015-01-07,93.21206665039062,93.43277202468944,92.41200002142352,92.6327124118197,37577400
2015-01-08,94.99613952636719,95.18005954029539,93.90179650002764,94.00295461251778,40212600
2015-01-09,94.37080383300781,95.31800525717168,93.81902974629969,95.29041795605607,41410100
2015-01-12,93.38679504394531,94.655859709561,93.14769346366504,94.55470161852308,34129800
2015-01-13,93.35921478271484,95.29040989053617,92.60513154628593,94.29722503784491,56162300
2015-01-14,92.84423065185547,93.32243387144858,92.02577473503842,92.42120904442966,51354200
2015-01-15,91.6395263671875,93.4235725589117,91.52917017359844,93.27643798355687,51005400
2015-01-16,92.71549987792969,92.83504719363975,91.37286403833495,91.519998656432,35362200
2015-01-20,93.45117950439453,93.69027409868492,92.22809117044696,93.2764505949454,30964100
2015-01-21,93.92938232421875,94.37080017324699,92.84423742046047,93.17529905320698,40128800
2015-01-22,95.66746520996094,95.76862333441893,93.46958780782717,94.29724200062013,40887200
2015-01-23,95.87897491455078,96.17325116703566,95.38238242296393,95.65826246311265,34783000
2015-01-26,95.76860809326172,95.94333701062723,95.28121376176689,95.76860809326172,19960900
2015-01-27,93.28564453125,94.3156077002576,92.97297212915993,94.2604331065173,45253200
2015-01-28,92.80747985839844,94.88581028392048,92.78909065821718,94.78465214267156,43591700
2015-01-29,93.69949340820312,93.87422235719453,91.92463766224245,92.73389565949248,46539700
2015-01-30,92.97298431396484,94.33401627208129,92.84423890096585,93.61671839505864,42927600
2015-02-02,93.7822494506836,93.86501135234941,91.73150691085615,93.18449887962366,43624700
2015-02-03,94.68344116210938,94.74781385097096,93.50633655658491,94.12247615227398,30750400
2015-02-04,94.6007080078125,95.22604589638658,94.08571932445213,94.29723366127676,34073200
2015-02-05,95.41914367675781,95.48351637144022,94.60068783746829,94.83978240851864,23605500
2015-02-06,94.83979034423828,95.79618975675898,94.49953765077386,95.56628625421357,34169300
2015-02-09,94.53632354736328,94.98693245020067,94.3064200436159,94.47195084695794,22604700
2015-02-10,96.00769805908203,96.13644345116415,94.91335521028637,95.06049681043602,23686500
2015-02-11,96.357177734375,96.57788318469498,95.93415603122016,96.11807607047017,20303600
2015-02-12,97.47909545898438,97.51588086524039,96.83536838975138,96.98250299867655,22520300
2015-02-13,98.31593322753906,98.33432241991721,97.57104113841419,97.75496814268482,29030200
2015-02-17,98.40791320800781,98.472285918552,98.06765344307466,98.31595319524457,17675300
2015-02-18,98.54582977294922,98.60100436229148,98.15958659926142,98.2883319851249,15149600
2015-02-19,99.03323364257812,99.09760634176352,98.45387233381149,98.48145963116265,19828100
2015-02-20,99.6953353881836,99.75050997101194,98.65616730427315,98.96883964452559,28336700
2015-02-23,99.79650115966797,99.82409547124558,99.41946309461105,99.64016847454918,17868000
2015-02-24,99.8700942993164,99.98964862793778,99.36431073147683,99.66777806574093,19745000
2015-02-25,99.62178039550781,100.10917466402582,99.40106799700722,99.7229384907962,19472300
2015-02-26,100.1275863647461,100.18276798482499,99.44707385663263,99.72296090872956,22255500
2015-02-27,99.68616485595703,100.15516998800052,99.52983215064201,100.0907902687666,27757600
2015-03-02,100.58737182617188,100.6241572262868,99.8608759601219,99.8792721682282,22988600
2015-03-03,100.11837005615234,100.38505893504374,99.48383420582117,100.28390084249537,20788900
2015-03-04,99.73214721679688,99.93446344315427,99.18957826074646,99.78732883422997,21007400
2015-03-05,99.90686798095703,100.21034229570189,99.49304447255825,99.98963689229575,15381000
2015-03-06,98.77574157714844,99.97123554896486,98.52744187198107,99.77811745388908,30990400
2015-03-09,99.06082916259766,99.30912187546606,98.57343482600882,98.9780602475758,26237100
2015-03-10,97.22157287597656,98.3802882382256,97.22157287597656,98.35269393047254,34234500
2015-03-11,96.66059875488281,97.48825250682462,96.6238133641192,97.36869823281887,25459700
2015-03-12,97.29518127441406,97.40553048369614,96.52270172894322,96.58707443972418,21473200
2015-03-13,96.87215423583984,97.5894591888923,96.26521252614855,97.20321590152578,42021100
2015-03-16,98.12281799316406,98.15960339771992,97.1296401345501,97.23079824305407,25674100
2015-03-17,98.27913665771484,98.43546933150502,97.62621165297611,97.85611512011356,19603800
2015-03-18,99.24474334716797,99.6953592685252,97.50667341078487,98.01246392818659,40622200
2015-03-19,99.39189147949219,99.66777149391415,99.19877336456723,99.34590796903922,31314000
2015-03-20,100.03524017333984,100.53297464202304,100.01680868882582,100.21037092127477,31761400
2015-03-23,99.84168243408203,100.25645766053405,99.80481243116101,99.97994318697738,17268500
2015-03-24,99.48222351074219,100.29334259909419,99.46379202265388,99.83247804230065,22445300
2015-03-25,97.2055435180664,99.7310791135363,97.16867351267278,99.63890761616949,41581400
2015-03-26,96.87371063232422,97.42674659241659,96.0810231777061,96.40362690174051,47846300
2015-03-27,97.26085662841797,97.49128891547872,96.70782054591923,96.85530058511107,33878400
2015-03-30,98.37614440917969,98.45909664804562,97.85075913299181,97.85075913299181,30570200
2015-03-31,97.33458709716797,98.30240542075119,97.30693635059153,98.09962390287777,30488100
2015-04-01,96.82762908935547,97.35301430999456,96.20085312155499,97.3345757929286,32970500
2015-04-02,96.89215850830078,97.20554300413797,96.57876698022916,96.91980925414119,19164200
2015-04-06,97.68480682373047,97.95210194770452,96.17316534637347,96.3206453079621,24451100
2015-04-07,97.51891326904297,98.3484635923165,97.51891326904297,97.62951622828855,19379400
2015-04-08,98.29315948486328,98.43142021245683,97.54656140098395,97.55577362585285,25866900
2015-04-09,98.9107437133789,98.94761371984653,97.91528166769193,98.24709766143113,23114700
2015-04-10,99.3162841796875,99.32550343726773,98.65263827857312,98.87385123486689,17164300
2015-04-13,99.06745147705078,99.8970020807432,98.95684144818199,99.39005527095732,17783500
2015-04-14,98.78169250488281,99.2517762508817,98.21943726788497,98.96604251911472,23755700
2015-04-15,99.39923858642578,99.61123932203309,98.9199426652135,99.03976488745826,21128600
2015-04-16,99.26099395751953,99.43611767800897,98.99369171523853,99.131952465692,16195300
2015-04-17,97.71247863769531,98.57889898612815,97.28848420500836,98.3116038044913,46514000
2015-04-20,99.17804718017578,99.35317795494684,98.1641466029305,98.20101660984203,28945900
2015-04-21,99.6020278930664,99.92463865072632,99.4822056614035,99.74950790025194,22759800
2015-04-22,100.14583587646484,100.31174734233402,99.21488781618595,99.86009516554793,21429200
2015-04-23,100.52374267578125,100.9753948599662,99.78636384046408,99.80479532264806,29473200
2015-04-24,101.88790893554688,102.02616967086767,101.41782524834939,101.58373672428773,32508100
2015-04-27,101.62984466552734,102.45940219773925,101.4086246354479,102.26583291336114,31121300
2015-04-28,101.42706298828125,101.89714676113867,100.56985471176918,101.70357747707696,36849200
2015-04-29,100.79108428955078,101.45473042340639,100.23804818874962,100.86482431158709,34043900
2015-04-30,99.2056884765625,100.62515196237594,98.68030323453443,100.2195959894536,44080500
2015-05-01,100.51454162597656,100.57906236914312,99.57437418871122,99.592812705178,32874300
2015-05-04,100.68043518066406,101.30721101646043,100.62512667334839,100.83712738155508,23507300
2015-05-05,99.0397720336914,100.4684547070987,98.99368980591831,100.28411173153881,47843300
2015-05-06,98.35768127441406,99.50062303912208,97.70325465783799,99.21488935600327,42687200
2015-05-07,98.94761657714844,99.22413811752334,98.2563197584461,98.33005977351073,29335800
2015-05-08,100.1827392578125,100.39473301514892,99.82326546734204,99.97073846824107,33023300
2015-05-11,99.79557037353516,100.45000398558194,99.72183741677182,100.24722253195984,19679300
2015-05-12,99.34396362304688,99.85091745293398,98.44067302172908,99.20570284832901,33665000
2015-05-13,99.5467300415039,100.29332826650028,99.39925002893304,99.77716228697035,20738400
2015-05-14,101.00306701660156,101.08601925236836,99.98916650790193,100.35785248762231,23904200
2015-05-15,101.00306701660156,101.39941077381182,100.75419624483258,101.26115001529953,23937400
2015-05-18,101.44549560546875,101.64827711885334,100.76341808682149,100.83715809754943,17631100
2015-05-19,101.33491516113281,101.71282049375914,101.16900361620914,101.55612821028569,14212900
2015-05-20,101.39939880371094,102.00773622422335,100.86479435109791,101.40861102955243,21131900
2015-05-21,101.92478942871094,102.0630501782681,101.07680047870338,101.22427345459286,16771800
2015-05-22,101.82341766357422,102.19211072038213,101.74045838548075,101.8049791430045,13543800
2015-05-26,100.65279388427734,101.74043427639693,100.24723794690348,101.60218056606122,25488400
2015-05-27,102.2750473022461,102.38565731201847,100.73576158547604,100.95697457278673,30572700
2015-05-28,102.04461669921875,102.3211382119853,101.73123221483525,102.08148670306991,17302400
2015-05-29,101.4363021850586,102.11837983016616,101.19665062187754,101.98011904247572,30383000
