date,regime,ticker,post_low,post_med,post_high
2015-05-13,0,SPY,4.786237572582714e-06,8.9102695522246e-06,0.999986303492853
2015-05-14,0,SPY,6.795131734507448e-06,1.2523751541980204e-05,0.9999806811167056
2015-05-15,0,SPY,3.646181769208966e-06,1.4438615523576185e-05,0.9999819152026751
2015-05-18,0,SPY,1.413216704523724e-06,7.601574732193327e-06,0.9999909852086166
2015-05-19,0,SPY,9.971497268959367e-07,4.3209839760262615e-06,0.9999946818663135
2015-05-20,0,SPY,9.202526869331013e-07,3.892633657685352e-06,0.9999951871136404
2015-05-21,0,SPY,8.87310957329472e-07,3.6404545168767794e-06,0.9999954722345777
2015-05-22,0,SPY,1.5438439074375273e-06,3.6968170757080053e-06,0.9999947593390506
2015-05-26,0,SPY,3.5857686133741417e-06,6.419284389639669e-06,0.999989994947015
2015-05-27,0,SPY,4.75619458774608e-06,1.0166453993345061e-05,0.9999850773514698
2015-05-28,0,SPY,5.118836138671285e-06,1.111925691075685e-05,0.9999837619069092
2015-05-29,0,SPY,3.559799108146741e-06,1.206603653343133e-05,0.9999843741643267
2015-06-01,0,SPY,1.358210108215519e-06,7.859657271695346e-06,0.9999907821325792
2015-06-02,0,SPY,7.954614961189976e-07,3.936462624508705e-06,0.999995268075904
2015-06-03,0,SPY,5.702504571664538e-07,3.377127779249629e-06,0.9999960526217284
2015-06-04,0,SPY,3.763305473965836e-07,2.4225418848638487e-06,0.9999972011275364
2015-06-05,0,SPY,3.9159331966614657e-07,2.078944358605656e-06,0.9999975294623304
2015-06-08,0,SPY,1.6414098867183853e-07,2.352188313453838e-06,0.9999974836707506
2015-06-09,0,SPY,1.1229888107083081e-07,7.970598539157519e-07,0.9999990906412264
2015-06-10,0,SPY,2.5299650792571795e-07,1.5892341913817957e-06,0.9999981577692467
2015-06-11,0,SPY,3.480726285524694e-07,1.7085628460431971e-06,0.9999979433644742
2015-06-12,0,SPY,2.9018433537369095e-07,2.407830582092822e-06,0.9999973019851057
2015-06-15,0,SPY,1.9756354641959082e-07,1.4455909718333063e-06,0.9999983568454667
2015-06-16,0,SPY,2.301061027291132e-07,1.6235190904531059e-06,0.9999981463747771
2015-06-17,0,SPY,3.9465065665147676e-07,1.5854082206533174e-06,0.9999980199411588
2015-06-18,0,SPY,8.087282627304257e-07,2.936199371346669e-06,0.9999962550723104
2015-06-19,0,SPY,9.743827865180085e-07,3.58633075550517e-06,0.999995439286463
2015-06-22,0,SPY,1.0454288276999101e-06,4.016321622567352e-06,0.9999949382496066
2015-06-23,0,SPY,7.432343564566533e-07,4.006111784243841e-06,0.9999952506538198
2015-06-24,0,SPY,3.456175112641785e-07,2.8588951136288765e-06,0.9999967954874095
2015-06-25,0,SPY,2.2125856501801175e-07,1.6803323587135553e-06,0.9999980984090261
2015-06-26,0,SPY,1.3491893359158335e-06,1.6025497073207952e-06,0.9999970482609023
2015-06-29,0,SPY,8.991458557125586e-06,1.0456215680584274e-05,0.999980552325771
2015-06-30,0,SPY,1.2435526611626737e-05,1.8169821846518572e-05,0.999969394651507
2015-07-01,0,SPY,1.6730544446867822e-05,2.4795085193427253e-05,0.9999584743703854
2015-07-02,0,SPY,1.4660325092322362e-05,2.8647763233005343e-05,0.9999566919116402
2015-07-06,0,SPY,1.7586090902718306e-05,2.529519973117775e-05,0.9999571187093331
2015-07-07,0,SPY,4.946566993048773e-05,3.338587934107374e-05,0.9999171484507231
2015-07-08,0,SPY,0.00013322151851489846,8.82010975415596e-05,0.9997785773839666
2015-07-09,0,SPY,0.0001747009372600548,0.00017796151317856968,0.9996473375495288
2015-07-10,0,SPY,0.00027273766884784186,0.0002264990974393013,0.9995007632336884
2015-07-13,0,SPY,0.00034672188910213293,0.0003405464121956699,0.9993127316986997
2015-07-14,0,SPY,0.0003412834551843026,0.00040473182033882326,0.9992539847244769
2015-07-15,0,SPY,0.0003445208244460465,0.0003957203227053792,0.9992597588528872
2015-07-16,0,SPY,0.00033921448242857485,0.0003979703108008896,0.9992628152067379
2015-07-17,0,SPY,0.00026604906675314395,0.0003876475076036377,0.9993463034255903
2015-07-20,0,SPY,0.0001997518962431133,0.0003018745158835916,0.9994983735878724
2015-07-21,0,SPY,0.0001822726096734933,0.00023485261960324934,0.9995828747707015
2015-07-22,0,SPY,0.00016358263059470984,0.00021895484928987388,0.9996174625200613
2015-07-23,0,SPY,0.00022393918182776808,0.0002028699126309385,0.9995731909055613
2015-07-24,0,SPY,0.00020682974168145362,0.00027683234459387375,0.9995163379136944
2015-07-27,0,SPY,0.0003098499798269178,0.00024886840136858357,0.9994412816188509
2015-07-28,0,SPY,0.00013241816354397237,0.0003657652025786132,0.9995018166338424
2015-07-29,0,SPY,4.3207569846370715e-05,0.00014567112211081744,0.9998111213080589
2015-07-30,0,SPY,2.4202560424565454e-05,5.654803424086036e-05,0.9999192494053322
2015-07-31,0,SPY,1.6904087291772327e-05,3.538626584830133e-05,0.9999477096468938
2015-08-03,0,SPY,1.5847481095682717e-05,2.8649903950088034e-05,0.9999555026149058
2015-08-04,0,SPY,1.3651355166295508e-05,2.6993387151473028e-05,0.9999593552576866
2015-08-05,0,SPY,4.695155824993524e-06,2.3645974720615312e-05,0.9999716588694882
2015-08-06,0,SPY,1.7717852085216317e-06,8.35406721001571e-06,0.999989874147553
2015-08-07,0,SPY,1.7266379741502287e-06,5.611677098144282e-06,0.9999926616849097
2015-08-10,0,SPY,1.492875568049729e-06,5.563940384842288e-06,0.9999929431839993
2015-08-11,0,SPY,1.1826105663147328e-06,4.8232931313637174e-06,0.9999939940963306
2015-08-12,0,SPY,1.0814797286582849e-06,4.2124977656544254e-06,0.9999947060224782
2015-08-13,0,SPY,9.625554453336778e-07,4.142911773433025e-06,0.9999948945328059
2015-08-14,0,SPY,2.526904462541434e-06,3.668377729729162e-06,0.999993804717838
2015-08-17,0,SPY,4.796883314203748e-05,1.231710588187412e-05,0.9999397140610288
2015-08-18,0,SPY,0.0006570650861737735,0.0002052258607023002,0.9991377090531803
2015-08-19,0,SPY,0.014148887541426939,0.002757690766964273,0.9830934216915616
2015-08-20,0,SPY,0.1562529700465177,0.05090857539576371,0.7928384545577729
2015-08-21,2,SPY,0.5955158695149544,0.2368972204291233,0.16758691005593082
2015-08-24,1,SPY,0.3666304585493621,0.6291927457894297,0.004176795661166772
2015-08-25,2,SPY,0.628657010937117,0.3712711538792398,7.183518362507426e-05
2015-08-26,1,SPY,0.36740903861683566,0.6325902062423965,7.551407947241934e-07
2015-08-27,2,SPY,0.6284922335055007,0.37150749094548297,2.755490721282261e-07
2015-08-28,1,SPY,0.36756063146265294,0.6324391205627301,2.4797458587204887e-07
2015-08-31,2,SPY,0.6283706407362825,0.37162909230523067,2.6695848018583384e-07
2015-09-01,1,SPY,0.36765252003446125,0.6323473501136827,1.2985188261447527e-07
2015-09-02,2,SPY,0.6283107873821823,0.37168911861800363,9.399978435765324e-08
2015-09-03,1,SPY,0.3676832128363513,0.6323166988744203,8.828918213352364e-08
2015-09-04,2,SPY,0.6283099700189546,0.37168994262706184,8.735401989532664e-08
2015-09-08,1,SPY,0.3676542747714835,0.6323456796870234,4.5541460331115825e-08
2015-09-09,2,SPY,0.6283688779918674,0.3716310682167972,5.3791283692852214e-08
2015-09-10,1,SPY,0.3675655290511293,0.6324344221177011,4.883116338068336e-08
2015-09-11,2,SPY,0.6284875175154685,0.37151243205368417,5.043083077779963e-08
2015-09-14,1,SPY,0.3674169556504579,0.6325829965421611,4.7807376126622836e-08
2015-09-15,2,SPY,0.6286660353212269,0.37133392070688526,4.397188509568528e-08
2015-09-16,1,SPY,0.3672083846182427,0.6327915750356238,4.0346154503502733e-08
2015-09-17,2,SPY,0.6289045510478855,0.37109540693281035,4.201934470496465e-08
2015-09-18,1,SPY,0.3669398642711678,0.6330600995065829,3.6222202552716146e-08
2015-09-21,2,SPY,0.629202975986374,0.3707969778550427,4.6158615167288765e-08
2015-09-22,1,SPY,0.3666115545759597,0.6333883687563663,7.666771465032247e-08
2015-09-23,2,SPY,0.6295610840125506,0.3704385154627865,4.0052470457053456e-07
2015-09-24,1,SPY,0.36621791512723245,0.6337816202703626,4.6460240550898306e-07
2015-09-25,2,SPY,0.6299821656641807,0.3700155179441121,2.316391703978015e-06
2015-09-28,1,SPY,0.3657502876986394,0.634247105091731,2.6072096185537132e-06
2015-09-29,2,SPY,0.6304784578356691,0.36951896092100267,2.581243279327798e-06
2015-09-30,1,SPY,0.3652245052956505,0.6347738672614378,1.6274429054552154e-06
2015-10-01,2,SPY,0.6310368627313081,0.3689575843335368,5.552935170118097e-06
2015-10-02,1,SPY,0.3646143825624989,0.635378637267724,6.980169742981759e-06
2015-10-05,2,SPY,0.6316753376033357,0.36832020335316223,4.459043515306979e-06
2015-10-06,1,SPY,0.3639520288060516,0.6360410370501618,6.9341438201365734e-06
2015-10-07,2,SPY,0.6323503862748298,0.3676320003588232,1.761336629973824e-05
2015-10-08,1,SPY,0.3632102391001508,0.6367643721894816,2.5388710397211398e-05
2015-10-09,2,SPY,0.6331073994595863,0.3668661009159366,2.649962453159938e-05
2015-10-12,1,SPY,0.3624173148048238,0.6375546812084042,2.8003986783784384e-05
2015-10-13,2,SPY,0.633931593449531,0.36604235926187856,2.6047288569221754e-05
2015-10-14,1,SPY,0.3615593882184566,0.6384088538397106,3.175794180015324e-05
2015-10-15,2,SPY,0.6348188573172427,0.3651569485183013,2.4194164470888937e-05
2015-10-16,1,SPY,0.360646220503537,0.6393213177860789,3.246171043148375e-05
2015-10-19,2,SPY,0.6356758069361328,0.36421091644359344,0.00011327662023624317
2015-10-20,1,SPY,0.3594403406299886,0.6402271137320537,0.0003325456379997364
2015-10-21,2,SPY,0.6355730977836683,0.36297233890786007,0.0014545633085049291
2015-10-22,1,SPY,0.3555372452858442,0.6401578860744302,0.0043048686397551
2015-10-23,2,SPY,0.6203847191924631,0.35898380660585777,0.02063147420167306
2015-10-26,1,SPY,0.28741748383745874,0.624793271799699,0.08778924436285283
2015-10-27,0,SPY,0.21135671202834005,0.28974603705324353,0.4988972509184337
2015-10-28,0,SPY,0.07059688850375134,0.21243860941078355,0.7169645020855178
2015-10-29,0,SPY,0.0366933295377412,0.07105751780896333,0.8922491526532671
2015-10-30,0,SPY,0.012150865806674589,0.03684997961552753,0.9509991545778318
2015-11-02,0,SPY,0.002737896120323174,0.012241473200998302,0.9850206306786549
2015-11-03,0,SPY,0.0004400329696068923,0.002738995272115241,0.9968209717582602
2015-11-04,0,SPY,9.86980834782271e-05,0.0004491209709573991,0.9994521809455971
2015-11-05,0,SPY,1.9637933739405814e-05,0.00010706586232821275,0.9998732962039357
2015-11-06,0,SPY,1.4224393934927098e-05,2.7307786978311136e-05,0.9999584678191124
2015-11-09,0,SPY,1.963863093426375e-05,2.685828735773503e-05,0.9999535030817367
2015-11-10,0,SPY,2.0616969267899324e-05,3.322643976314449e-05,0.9999461565910099
2015-11-11,0,SPY,4.473872325277343e-05,3.491616307656299e-05,0.999920345113725
2015-11-12,0,SPY,0.0001053502114534953,7.977760451121014e-05,0.9998148721840393
2015-11-13,0,SPY,0.00019056789828122587,0.00014563810930317972,0.9996637939923804
2015-11-16,0,SPY,0.000431465044050774,0.00027638085005693804,0.9992921541059118
2015-11-17,0,SPY,0.0005761752881757893,0.0005283974686061232,0.9988954272432189
2015-11-18,0,SPY,0.0008303942248432652,0.000690744655510591,0.9984788611196727
2015-11-19,0,SPY,0.0005153516282576439,0.0009053901430425789,0.9985792582286702
2015-11-20,0,SPY,0.0003181670748044161,0.0005536279691504581,0.9991282049560741
2015-11-23,0,SPY,0.000228539780534506,0.0003496403896736566,0.9994218198297717
2015-11-24,0,SPY,0.00028874404674957195,0.00027209667044199683,0.9994391592828334
2015-11-25,0,SPY,0.0004921109968847408,0.00036769229075117924,0.999140196712366
2015-11-27,0,SPY,0.00113625134624303,0.0006653635853130168,0.998198385068485
2015-11-30,0,SPY,0.004110457334592692,0.00180644439179509,0.9940830982735857
2015-12-01,0,SPY,0.015173630261597211,0.006670958065497993,0.9781554116729233
2015-12-02,0,SPY,0.0479546588297609,0.022985156611683773,0.9290601845585917
2015-12-03,0,SPY,0.16306046997734927,0.07467639954817645,0.7622631304744674
2015-12-04,2,SPY,0.3498051845634353,0.21508375715769407,0.4351110582788212
2015-12-07,1,SPY,0.3837515704648192,0.3835008675141273,0.23274756202103253
2015-12-08,2,SPY,0.4776012544348248,0.40513025368907885,0.11726849187608321
2015-12-09,1,SPY,0.45190343734715077,0.490354118822196,0.057742443830635225
2015-12-10,2,SPY,0.5138901299639005,0.4612158353969062,0.02489403463922133
2015-12-11,1,SPY,0.4725903917574683,0.5205624530039916,0.006847155238557029
2015-12-14,2,SPY,0.5199321865933517,0.47766867104887684,0.0023991423578100623
2015-12-15,1,SPY,0.47495317577690127,0.5241477968079066,0.0008990274152237425
2015-12-16,2,SPY,0.5201911958170847,0.4794488701448404,0.0003599340380301208
2015-12-17,1,SPY,0.4756638847415523,0.5242204776016455,0.00011563765677273348
2015-12-18,2,SPY,0.5198729996799153,0.48006412576117136,6.287455889170278e-05
2015-12-21,1,SPY,0.47608797471901665,0.5238722232002051,3.980208078246304e-05
2015-12-22,2,SPY,0.5194985976478346,0.48047009459229756,3.1307759831926657e-05
2015-12-23,1,SPY,0.47648359914320465,0.5234958851254022,2.0515731431779655e-05
2015-12-24,2,SPY,0.5191276327761029,0.4808516875344171,2.067968951140101e-05
2015-12-28,1,SPY,0.4768525450622333,0.5231285060889752,1.8948848846791423e-05
2015-12-29,2,SPY,0.5187685000257317,0.4812155018964127,1.5998077886119163e-05
2015-12-30,1,SPY,0.4772163350577465,0.5227696570091763,1.4007933033714795e-05
2015-12-31,2,SPY,0.5184120558612844,0.4815727679464323,1.5176192233976972e-05
2016-01-04,1,SPY,0.4775686647231514,0.5224185375659594,1.2797710934585971e-05
2016-01-05,2,SPY,0.5180634025808772,0.48191749893335106,1.909848578739896e-05
2016-01-06,1,SPY,0.47788952834404563,0.5220799717948261,3.0499861123054665e-05
2016-01-07,2,SPY,0.5177370721245933,0.4822484299147587,1.4497960598531105e-05
2016-01-08,1,SPY,0.4782469633411534,0.5217415098248231,1.1526833972123012e-05
2016-01-11,2,SPY,0.5173907784538856,0.48259717989984696,1.2041646276311876e-05
2016-01-12,1,SPY,0.4785908195240334,0.521399575372386,9.60510354871858e-06
2016-01-13,2,SPY,0.5170593968584931,0.4829337180817906,6.88505974567282e-06
2016-01-14,1,SPY,0.4789296934673463,0.5210662791486816,4.02738399476139e-06
2016-01-15,2,SPY,0.5167358404383631,0.48326077866743605,3.380894157985339e-06
2016-01-19,1,SPY,0.4792512784891244,0.5207436480732427,5.073437594013657e-06
2016-01-20,2,SPY,0.5164094946766224,0.4835846103319661,5.894991418324988e-06
2016-01-21,1,SPY,0.4795705180844295,0.5204229691056963,6.512809837347825e-06
2016-01-22,2,SPY,0.5160938230317136,0.48390247440969775,3.7025585962178464e-06
2016-01-25,1,SPY,0.4798939494089742,0.5201025832427278,3.4673483369559443e-06
2016-01-26,2,SPY,0.5157750731747561,0.4842214671617308,3.459663520859672e-06
2016-01-27,1,SPY,0.48020974366697816,0.5197871906482823,3.0656847204737487e-06
2016-01-28,2,SPY,0.5154647863250845,0.48453234883341706,2.8648414967476013e-06
2016-01-29,1,SPY,0.4805191827235999,0.5194795112242004,1.3060521577642292e-06
2016-02-01,2,SPY,0.5151690420110899,0.48482957760649814,1.3803824017362694e-06
2016-02-02,1,SPY,0.48081131776910935,0.5191876268706189,1.0553602565812509e-06
2016-02-03,2,SPY,0.5148830689731047,0.48511575273158375,1.1782952819155477e-06
2016-02-04,1,SPY,0.481092851544996,0.5189060316981343,1.116756829884511e-06
2016-02-05,2,SPY,0.5146056128910395,0.485393424151585,9.629574260941412e-07
2016-02-08,1,SPY,0.48136793182794074,0.5186306795532571,1.3886188322125024e-06
2016-02-09,2,SPY,0.5143298409411694,0.4856685385590399,1.6204997549848672e-06
2016-02-10,1,SPY,0.4816387051827329,0.5183597420254556,1.5527917759338762e-06
2016-02-11,2,SPY,0.5140627295638223,0.48593566048295556,1.609953222987858e-06
2016-02-12,1,SPY,0.48190212512479713,0.5180962012452855,1.6736298823086784e-06
2016-02-16,2,SPY,0.5138019439965031,0.4861963227778581,1.7332256830682525e-06
2016-02-17,1,SPY,0.4821588583773199,0.5178389030992738,2.2385233671162006e-06
2016-02-18,2,SPY,0.5135448668777843,0.48645284801456024,2.2851076498643006e-06
2016-02-19,1,SPY,0.4824120480139021,0.5175851142797883,2.837706305716219e-06
2016-02-22,2,SPY,0.5132917986825952,0.4867057320596581,2.4692577812517423e-06
2016-02-23,1,SPY,0.48266365590813226,0.5173333623489754,2.9817428928443617e-06
2016-02-24,2,SPY,0.5130388943652976,0.4869566219072367,4.48372741531293e-06
2016-02-25,1,SPY,0.48290665314349923,0.5170887678882201,4.578968299618076e-06
2016-02-26,2,SPY,0.5127969918270079,0.487197089982072,5.918190896032535e-06
2016-02-29,1,SPY,0.48314136168124655,0.516853517675604,5.120643171921162e-06
2016-03-01,2,SPY,0.5125675214244055,0.48742683217571314,5.646399827781866e-06
2016-03-02,1,SPY,0.48336625278473194,0.5166282246656971,5.522549607031254e-06
2016-03-03,2,SPY,0.5123408590390522,0.4876481926405295,1.094832037355468e-05
2016-03-04,1,SPY,0.4835732833871336,0.5164155417290506,1.1174883786310021e-05
2016-03-07,2,SPY,0.5121341156111417,0.4878530463664724,1.2838022358783246e-05
2016-03-08,1,SPY,0.4837570287274818,0.5162121014003174,3.086987217795936e-05
2016-03-09,2,SPY,0.5118225504772016,0.4880439593056945,0.0001334902170481821
2016-03-10,1,SPY,0.48351619945562824,0.5159166608454092,0.0005671396989867781
2016-03-11,2,SPY,0.5092391487637098,0.4877961424504501,0.0029647087858668576
2016-03-14,1,SPY,0.46802538183234527,0.5132930491790888,0.01868156898859155
2016-03-15,2,SPY,0.4465550077445775,0.4721041381558606,0.0813408540995429
2016-03-16,1,SPY,0.3328324955019753,0.44995143861916503,0.21721606587885176
2016-03-17,0,SPY,0.23760408761106394,0.3354957370949802,0.42690017529392993
2016-03-18,0,SPY,0.14481321821237536,0.23921198914347383,0.6159747926441645
2016-03-21,0,SPY,0.07734975246410604,0.14587591385566376,0.7767743336801995
2016-03-22,0,SPY,0.023753635907789176,0.07778074632735216,0.8984656177648745
2016-03-23,0,SPY,0.008191568608869597,0.023854075504053586,0.9679543558870242
2016-03-24,0,SPY,0.0018933828985445678,0.008232065998752506,0.9898745511026505
2016-03-28,0,SPY,0.0005150206804334089,0.0019075902715192143,0.9975773890480955
2016-03-29,0,SPY,9.486337738244858e-05,0.0005282894827715743,0.9993768471398422
2016-03-30,0,SPY,3.477842837215873e-06,0.00010278286892822488,0.9998937392881944
2016-03-31,0,SPY,2.431596952867659e-07,4.376053853783307e-06,0.9999953807864406
2016-04-01,0,SPY,2.2233961653444693e-07,1.5116096662359247e-06,0.9999982660507638
2016-04-04,0,SPY,4.871625120498661e-07,1.6840704365522757e-06,0.9999978287670198
2016-04-05,0,SPY,1.482998681005373e-06,3.4254048461750617e-06,0.99999509159647
2016-04-06,0,SPY,2.5975326962088793e-06,5.987775221782597e-06,0.9999914146921095
2016-04-07,0,SPY,2.829542753337556e-06,7.690419857637898e-06,0.9999894800374401
2016-04-08,0,SPY,2.8774659268340584e-06,7.66012514554906e-06,0.99998946240889
2016-04-11,0,SPY,1.4921704941556849e-06,8.002951647946625e-06,0.9999905048778736
2016-04-12,0,SPY,9.9530232134564e-07,3.906132215519109e-06,0.999995098565439
2016-04-13,0,SPY,1.3492565769939753e-06,4.486911529241955e-06,0.9999941638319344
2016-04-14,0,SPY,1.2280254897324643e-06,4.6974306095002345e-06,0.9999940745439541
2016-04-15,0,SPY,1.1973401944126972e-06,4.3809865637722405e-06,0.9999944216732339
2016-04-18,0,SPY,1.2205201987341664e-06,4.467671510235303e-06,0.9999943118082572
2016-04-19,0,SPY,1.2002929259070419e-06,4.437089856884614e-06,0.999994362617232
2016-04-20,0,SPY,1.442451044412594e-06,4.417499558784825e-06,0.9999941400493555
2016-04-21,0,SPY,1.3231418434193412e-06,5.336800101319551e-06,0.9999933400580489
2016-04-22,0,SPY,1.0224937342109325e-06,4.229416808720644e-06,0.9999947480894559
2016-04-25,0,SPY,1.047577851052697e-06,4.027088830513183e-06,0.9999949253333693
2016-04-26,0,SPY,7.631084822586282e-07,4.044446637990004e-06,0.9999951924448454
2016-04-27,0,SPY,8.164234772963631e-07,2.9150399760822065e-06,0.9999962685365332
2016-04-28,0,SPY,1.3908055036201019e-06,4.103500633764196e-06,0.999994505693822
2016-04-29,0,SPY,1.697774184390268e-06,5.098272664097034e-06,0.9999932039531961
2016-05-02,0,SPY,2.4617454203508386e-06,5.696758245920703e-06,0.9999918414963237
2016-05-03,0,SPY,2.447613228909719e-06,7.860753521566203e-06,0.9999896916332717
2016-05-04,0,SPY,1.007078640722034e-06,6.334932457467604e-06,0.999992657988864
2016-05-05,0,SPY,2.693914332045057e-07,3.136220676413802e-06,0.9999965943878817
2016-05-06,0,SPY,1.1960074297078873e-07,1.257305250576456e-06,0.9999986230939542
2016-05-09,0,SPY,2.2852232186912588e-07,1.0897632462133433e-06,0.9999986817144467
2016-05-10,0,SPY,5.443644422606222e-07,2.274054402119286e-06,0.9999971815811859
2016-05-11,0,SPY,3.634744629771326e-07,2.856092254804958e-06,0.9999967804332742
2016-05-12,0,SPY,2.931186393978624e-07,1.6581554979601276e-06,0.9999980487258137
2016-05-13,0,SPY,7.22233393574285e-07,2.2160192208786513e-06,0.9999970617474184
2016-05-16,0,SPY,1.3662069540238592e-06,4.039493751683288e-06,0.9999945942992688
2016-05-17,0,SPY,1.3987780790015946e-06,4.979525120016402e-06,0.9999936216968224
2016-05-18,0,SPY,1.3013159010085172e-06,4.7420016563748576e-06,0.9999939566824452
